name,rating,reviews,category,address_lane1,phone,status,website,maps_url
Morada Albuquerque,3.8,,Assisted living facility,1620 Indian School Rd NE,,Open · Closes 6 PM,https://moradaalbuquerque.seniorlivingnearme.com/,https://www.google.com/maps/place/Morada+Albuquerque/data=!4m7!3m6!1s0x87220b54305bf035:0x473057f56a11cfe5!8m2!3d35.0996796!4d-106.6252699!16s%2Fg%2F1vr3dmkb!19sChIJNfBbMFQLIocR5c8RavVXMEc?authuser=0&hl=en&rclk=1
MorningStar Assisted Living & Memory Care of Albuquerque,4.4,,Assisted living facility,8051 Palomas Ave NE,,Open 24 hours,https://www.morningstarseniorliving.com/communities/assisted-living-albuquerque/,https://www.google.com/maps/place/MorningStar+Assisted+Living+%26+Memory+Care+of+Albuquerque/data=!4m7!3m6!1s0x872275942bb37f0b:0x2ee83f036ff1f7f!8m2!3d35.1732401!4d-106.5561322!16s%2Fg%2F11b88t1rzv!19sChIJC3-zK5R1IocRfx__NvCD7gI?authuser=0&hl=en&rclk=1
The Woodmark at Uptown,4.0,,Assisted living facility,7201 Prospect Pl NE,,Open 24 hours,https://www.seniorlifestyle.com/property/new-mexico/the-woodmark-at-uptown/?utm_source=GMB&utm_medium=organic&utm_campaign=337&utm_content=woodmark-at-uptown,https://www.google.com/maps/place/The+Woodmark+at+Uptown/data=!4m7!3m6!1s0x87220aced032908d:0x54a8380938ef787!8m2!3d35.1051668!4d-106.5649594!16s%2Fg%2F1tfkr6yw!19sChIJjZAy0M4KIocRh_eOk4CDSgU?authuser=0&hl=en&rclk=1
The Watermark at Cherry Hills,4.6,,Assisted living facility,6901 San Vicente Ave NE,,Open 24 hours,https://www.watermarkcommunities.com/our-communities/new-mexico/albuquerque/the-watermark-at-cherry-hills/?utm_source=gmb&utm_medium=organic&utm_campaign=general&utm_content=ach-primary-website-link/,https://www.google.com/maps/place/The+Watermark+at+Cherry+Hills/data=!4m7!3m6!1s0x872275ca631620dd:0xd6f4d30ffc9e6433!8m2!3d35.1633619!4d-106.5691893!16s%2Fg%2F11g69hd8vv!19sChIJ3SAWY8p1IocRM2Se_A_T9NY?authuser=0&hl=en&rclk=1
Amaran Senior Living,4.9,,Assisted living facility,9100 Holly Ave NE,,Open 24 hours,https://www.amaranseniorliving.com/,https://www.google.com/maps/place/Amaran+Senior+Living/data=!4m7!3m6!1s0x8722759bc2652429:0x4e618ca33dd3d060!8m2!3d35.1752586!4d-106.5388183!16s%2Fg%2F11j04t2xjz!19sChIJKSRlwpt1IocRYNDTPaOMYU4?authuser=0&hl=en&rclk=1
Avista Senior Living Albuquerque,4.7,,Assisted living facility,3920 Juan Tabo Blvd NE,,Open 24 hours,https://avistaseniorliving.com/albuquerque/?utm_source=gmb&utm_medium=organic&utm_content=gmb-website,https://www.google.com/maps/place/Avista+Senior+Living+Albuquerque/data=!4m7!3m6!1s0x87189ff374532331:0xd65361defdcd1c13!8m2!3d35.1261133!4d-106.514082!16s%2Fg%2F11h0p_lc8!19sChIJMSNTdPOfGIcRExzN_d5hU9Y?authuser=0&hl=en&rclk=1
The Montebello on Academy Independent & Assisted Living,4.4,,Assisted living facility,10500 Academy Rd NE,,Open 24 hours,https://stellarliving.com/communities/the-montebello-on-academy-senior-assisted-living-albuquerque-nm/,https://www.google.com/maps/place/The+Montebello+on+Academy+Independent+%26+Assisted+Living/data=!4m7!3m6!1s0x87189fcfcdf8abb3:0x847f103245a41601!8m2!3d35.1527361!4d-106.5223292!16s%2Fg%2F1tgc06zd!19sChIJs6v4zc-fGIcRARakRTIQf4Q?authuser=0&hl=en&rclk=1
A Love For Life,4.8,,Assisted living facility,4108 Alcazar St NE,,Open 24 hours,http://aloveforlifellc.com/contact-us/,https://www.google.com/maps/place/A+Love+For+Life/data=!4m7!3m6!1s0x8722753d0f66f113:0x48a3efab02231497!8m2!3d35.1314408!4d-106.5677201!16s%2Fg%2F11c6088610!19sChIJE_FmDz11IocRlxQjAqvvo0g?authuser=0&hl=en&rclk=1
Morada Quintessence,4.6,,Assisted living facility,7101 Eubank Blvd NE,,Open 24 hours,https://moradaquintessencealbuquerque.seniorlivingnearme.com/,https://www.google.com/maps/place/Morada+Quintessence/data=!4m7!3m6!1s0x87189fd2cdc4e097:0xfee417d4e9e4842d!8m2!3d35.1601718!4d-106.5251889!16s%2Fg%2F113hc6kj6!19sChIJl-DEzdKfGIcRLYTk6dQX5P4?authuser=0&hl=en&rclk=1
Albuquerque Uptown Assisted Living,5.0,,Assisted living facility,7611 Indian School Rd NE,,Open · Closes 5 PM,,https://www.google.com/maps/place/Albuquerque+Uptown+Assisted+Living/data=!4m7!3m6!1s0x87220ac7d6700001:0x43def0bafc8a36fe!8m2!3d35.1022987!4d-106.5609893!16s%2Fg%2F11f5h27qky!19sChIJAQBw1scKIocR_jaK_Lrw3kM?authuser=0&hl=en&rclk=1
Albuquerque Grand Senior Living,3.8,,Retirement community,1501 Tijeras Ave NE,,Open · Closes 5 PM,https://www.albuquerquegrand.com/,https://www.google.com/maps/place/Albuquerque+Grand+Senior+Living/data=!4m7!3m6!1s0x87220b5f8f02ec35:0x61670cd4bffe2e5c!8m2!3d35.0837377!4d-106.6288614!16s%2Fg%2F1td2zxzr!19sChIJNewCj18LIocRXC7-v9QMZ2E?authuser=0&hl=en&rclk=1
