name,rating,reviews,category,address_lane1,phone,status,website,maps_url,address,plus_code,hours,about,lat,lng,photos
Artis Senior Living of Huntingdon Valley,4.8,,Assisted living facility,2085 Lieberman Dr,+1 (267) 459 3157,Open 24 hours,https://artisseniorliving.com/memory-care-huntingdon-valley/,https://www.google.com/maps/place/Artis+Senior+Living+of+Huntingdon+Valley/data=!4m7!3m6!1s0x89c6b19080762ab5:0x47f3f34f1f630bed!8m2!3d40.1184309!4d-75.0758027!16s%2Fg%2F11c206g5rp!19sChIJtSp2gJCxxokR7QtjH0_z80c?authuser=0&hl=en&rclk=1,"2085 Lieberman Dr, Huntingdon Valley, PA 19006"," 4W9F+9M Huntingdon Valley, Bryn Athyn, PA","[""Tuesday: Open 24 hours   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot, wheelchair accessible restroom, wheelchair accessible seating, Does not have assistive hearing loop""]",40.1184309,-75.0758027,
Orth Home Care,1.0,0,Assisted living facility,6941 Old York Rd,+1 (215) 924 2415,,https://www.seniorly.com/assisted-living/pennsylvania/philadelphia/orth-home,https://www.google.com/maps/place/Orth+Home+Care/data=!4m7!3m6!1s0x89c6b7424a7d5709:0x271d32c8e300df09!8m2!3d40.0590127!4d-75.1379317!16s%2Fg%2F1thlp0hk!19sChIJCVd9SkK3xokRCd8A48gyHSc?authuser=0&hl=en&rclk=1,"6941 Old York Rd, Philadelphia, PA 19126"," 3V56+JR Philadelphia, Pennsylvania",,"[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot"", ""Service options: Onsite services available""]",40.0590127,-75.1379317,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEqe1pZHWwJNX_6lYlmLF6vSh2KRJV5xk6fg6VQAFk3qyFendYngIDW1kVbQ6iJmEZqTBm5rmIUl5uk727oIlJoj8neJhi8v_FRSVqfTqNx0486CdJ1oVsCv6g0MD_tPDyZMUpv=s2000-k-no
Roxborough Home for Women,4.2,10,Assisted living facility,601 Leverington Ave,+1 (215) 482 6615,Open 24 hours,https://roxboroughhomeforwomen.com/,https://www.google.com/maps/place/Roxborough+Home+for+Women/data=!4m7!3m6!1s0x89c6b8e5435ea0c5:0xc3f603c1e97311bf!8m2!3d40.0371628!4d-75.2133851!16s%2Fg%2F1vgx1qbx!19sChIJxaBeQ-W4xokRvxFz6cED9sM?authuser=0&hl=en&rclk=1,"601 Leverington Ave, Philadelphia, PA 19128"," 2QPP+VJ Philadelphia, Pennsylvania","[""Tuesday: Open 24 hours   \ue14d"", ""Wednesday: Open 24 hours   \ue14d"", ""Thursday: Open 24 hours   \ue14d"", ""Saturday: Open 24 hours   \ue14d"", ""Sunday: Open 24 hours   \ue14d"", ""Monday: Open 24 hours   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot""]",40.0371628,-75.2133851,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFy3H6MLAmYHSTDqWrzi7gvsPUCxoF0f2dqU5QK8By2brwyiPULiBHiQa9ywFcAzVKtxPw9chJQ67N-O97ZxlVHt29QF92Ez64H2FcFcR7LrJ9qcbBf3lnLelcUfrPFpiA04YAL=w32-h32-p-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAFy3H6MLAmYHSTDqWrzi7gvsPUCxoF0f2dqU5QK8By2brwyiPULiBHiQa9ywFcAzVKtxPw9chJQ67N-O97ZxlVHt29QF92Ez64H2FcFcR7LrJ9qcbBf3lnLelcUfrPFpiA04YAL=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAFUbBSxNlqnO28MVQWDVa6o8UdTl6N5MTyhT1D-UU9mhjDlRbtkycnPu2qnJRVzmbuHk_faoOWhMAdh8GYt41_pTblYAQhrOJq8mHbr9-VfDPRwgqeTGVBLDyXrXEhJkHVJ1OMF=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAHnMSz-L_N9aCRJWOMDG4rRaZHN5bBOXekdOhUFTNSAQao7ZXpOoNm3WAXLA0_e1C5hjiEkVPSw1xoGkDW6IHKr4ycXt0ZvcyV53H2CwEevwPXSSnAOgRds7F-SIHfNYPTjdQWA=s2000-k-no"
Alzheimer's Care,5.0,1,Home health care service,6044 Castor Ave,+1 (215) 422 3330,,https://rightaidhomecareagency.com/about-us,https://www.google.com/maps/place/Alzheimer%27s+Care/data=!4m7!3m6!1s0x89c6b68c58a40001:0xc9b6690ef04c18e7!8m2!3d40.035492!4d-75.0815329!16s%2Fg%2F11rjyxfl8q!19sChIJAQCkWIy2xokR5xhM8A5ptsk?authuser=0&hl=en&rclk=1,"6044 Castor Ave, Philadelphia, PA 19149"," 2WP9+59 Philadelphia, Pennsylvania",,"[""Accessibility: wheelchair accessible parking lot""]",40.035492,-75.0815329,
Saunders House,4.2,195,Assisted living facility,100 Lancaster Ave,+1 (610) 658 5100,Open 24 hours,https://saundersnursing.com/,https://www.google.com/maps/place/Saunders+House/data=!4m7!3m6!1s0x89c6c0c66644507d:0x560f02255295668!8m2!3d39.9886178!4d-75.2573548!16s%2Fg%2F1tj1ngsj!19sChIJfVBEZsbAxokRaFYpVSLwYAU?authuser=0&hl=en&rclk=1,"100 Lancaster Ave, Penn Wynne, PA 19096"," XPQV+C3 Penn Wynne, Pennsylvania","[""Tuesday: Open 24 hours   \ue14d"", ""Wednesday: Open 24 hours   \ue14d"", ""Thursday: Open 24 hours   \ue14d"", ""Saturday: Open 24 hours   \ue14d"", ""Sunday: Open 24 hours   \ue14d"", ""Monday: Open 24 hours   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot"", ""Parking: Free parking lot""]",39.9886178,-75.2573548,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEyzt_tT-zW_JRGWg7gWTHqraIStkA6ji-0Ju3vrzVve1s8HV0HQUnNRpAnZ1Cef0N49fUgzXJEcaCwinkfLOH-YQNqnC_GNtljAqiBT4mvJ84CrNLQSSPHAE4EtPoiJPVUMoWM=w32-h32-p-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAEyzt_tT-zW_JRGWg7gWTHqraIStkA6ji-0Ju3vrzVve1s8HV0HQUnNRpAnZ1Cef0N49fUgzXJEcaCwinkfLOH-YQNqnC_GNtljAqiBT4mvJ84CrNLQSSPHAE4EtPoiJPVUMoWM=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAGLnepjoNjcJ0CbCYM8zlMIOsmPZEE1xa3r-Y-o7rJTQdwckXV5HYukFwQ-Rqg8YB4yhykO_6-AjeF_mUd3YeWmh5N64vJSzLYmwN0-WBi_cdxbL6oBym5TtAu5vmB8ENJ_8wU=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAGtDxUmKganXsQrD9HR1ShmPHgKKsvUM3YLiZ6zhqSw1_xKw-1WXYSnuhfEHWswiPbefPv_zktPTL-dNICtP0kuuPwo-MgtxevJxGO-LAvWzwIXQzdAySoHyoKU2Bq5_4S9GC2YrGDY8ohC=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAHeDjSpRgjRCyIKcTHHEjIeMfUKxjL-jzohw1ESqZ-Pvdb6O5EC3IYtsC-xWlzqqJ1MJB5TDfE5eMzo3O1DoGi0nSZXGj3tXLRu9O0KOHChbnEOnByimmtg7We_-VvKrl7z1qpt=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAEv0qZtaTBg38bJW2_YdX5RlHEndIFKnsJtX3YyuGeD8WrkwRIPTnMyilCmBc0mGXQ1IYRkTruf_xSH8uA8wGOsKeEh_qw60BRCRTs0C-yUK6afmOWV8K0Av6BpKzBKgEJiAo18tg=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAF8otD9NAZJkYnSdajfk4ZxWX40j2M__NxB5jiRJ6J2YYhyXZqwot5rBkeWpEQ9T2SWL25benDvOhzhmB8MRokUtkROzyWQN0bSvPCCK6um_hap_OhASwNg-eKooB_c6Zc4wDDo=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAHgo-gueKYu9lGXCqxGVSogmp8kG-PRUwXwBrz0wmV6pQ5BU6E6Zn01ztpiZww39GjA1DMNLiETjsyEGb5Eny3tGhDesFBXxaJxAgTd8L40FxlEy6u5CPEASfmwaBSoGsdvS0-srg=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAFLgtiPVzGRvUUBahlzvRGoUinQyUt1C4g5oVtENDZzpHX0J_4xMUXZXl4J0vlfwwfkXJddyD_GxYkg_OghhLJ7VFDKeWV57DuwZZGVxpCjusDN3HdLdE2XMex4HwOJoXtFiQz0eQ=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAGG2kRpUN7zdBF_kkk_Db3gmRsK5ZExFr64XZvSXlIJhib_qjsucACDgL7V4Ymj5H0IPNypPFdJC83VE-2OCJ-ZiqzHeH7eivTLJJVSHm3uj89n8mPrD2pF5p7VgDZmGA_-SxFc9lqnsWEu=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAHpk5BFLnD4JAJdVsoFf--FRTRLZl-fjRVZCJ5GRxTgp5NTx1Q-2FpO5lrM7tOn1txXl7jG23D5M7Q6R25UbflTBBJx7ToczOfQSVGFXgtpLUiOt_OG6P8MhC0ivMyk8qMDRcyB=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAGAATk6XJA1T6Z_PCoYSniGgi-kiyuFmwBSJ8KN04ZwUeVdSw5-PltUbLKiB3cwEoRvafJQLcv6ahzV6EpJllYBuSsTSAe1R4GyRy8gG28sJf86XooYTkHTF2RDWsit7Eb3vdxp=s2000-k-no"
St. John Neumann Center for Rehabilitation & Healthcare,3.8,103,Nursing home,10400 Roosevelt Blvd,+1 (215) 698 5600,Open 24 hours,https://stjnrehab.org/,https://www.google.com/maps/place/St.+John+Neumann+Center+for+Rehabilitation+%26+Healthcare/data=!4m7!3m6!1s0x89c6b3005f76a8bd:0x5e14e694e1bd76d6!8m2!3d40.0976834!4d-75.0133782!16s%2Fg%2F1t_tl7kj!19sChIJvah2XwCzxokR1na94ZTmFF4?authuser=0&hl=en&rclk=1,"10400 Roosevelt Blvd, Philadelphia, PA 19116"," 3XXP+3J Philadelphia, Pennsylvania","[""Tuesday: Open 24 hours   \ue14d"", ""Wednesday: Open 24 hours   \ue14d"", ""Thursday: Open 24 hours   \ue14d"", ""Saturday: Open 24 hours   \ue14d"", ""Sunday: Open 24 hours   \ue14d"", ""Monday: Open 24 hours   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot"", ""Service options: Onsite services available"", ""Payments: Accepts debit cards, Credit cards""]",40.0976834,-75.0133782,
Impressions Memory Care at Bryn Mawr,5.0,1,Assisted living facility,773 E Haverford Rd,+1 (484) 380 5400,Open 24 hours,https://brynmawr-village.com/memory-care/,https://www.google.com/maps/place/Impressions+Memory+Care+at+Bryn+Mawr/data=!4m7!3m6!1s0x89c6c07383c21b8b:0x117efb5efec491d!8m2!3d40.0136623!4d-75.3147197!16s%2Fg%2F11cmbwh96n!19sChIJixvCg3PAxokRHUns77XvFwE?authuser=0&hl=en&rclk=1,"773 E Haverford Rd, Bryn Mawr, PA 19010"," 2M7P+F4 Bryn Mawr, Pennsylvania","[""Tuesday: Open 24 hours   \ue14d"", ""Wednesday: Open 24 hours   \ue14d"", ""Thursday: Open 24 hours   \ue14d"", ""Saturday: Open 24 hours   \ue14d"", ""Sunday: Open 24 hours   \ue14d"", ""Monday: Open 24 hours   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot""]",40.0136623,-75.3147197,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAG1WHlBiBXfGt0SOrgoaxG_4FPRfJ5ygSHrdmjx--XXb3Mo9f08sbqnyJZNv9wjgR2TcR-1BgnaxiE2l35-g05hP2-yvgNT7wp_eAQWoLz0bYO1eOTabUSOaa9b24vDS-77VdxO=w32-h32-p-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAG1WHlBiBXfGt0SOrgoaxG_4FPRfJ5ygSHrdmjx--XXb3Mo9f08sbqnyJZNv9wjgR2TcR-1BgnaxiE2l35-g05hP2-yvgNT7wp_eAQWoLz0bYO1eOTabUSOaa9b24vDS-77VdxO=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAFuCQAgZoj0RSfqt2hTYyrnANH23HLoeLtGT0SDy75uRGU8xf1Tcae_kWOV-LvhPODaY_61emc8R3-f2adt6rmf6sr1SPtR0EB2n90gL4kh-WMASK9dtXFql8hGitCi-2ug2sCeKw=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAGcOAzi_mbEB0kW47toj1tiHqPX8nB4DCuWPNPdydjnVE845JwJ4kpy9bCR_hP_3g-yiy7IHDglrDkJSEk5mIyD7GRrSemCYhVQNdTyFISqnVHY3SOuyecxpQYdVNWm-n2-lZs=s2000-k-no"
Spring Mill Pointe,4.4,38,Retirement community,2002 Joshua Rd,+1 (610) 260 1100,Open 24 hours,https://www.humangood.org/spring-mill-pointe?utm_campaign=42454437-google_business_profile&utm_source=google&utm_medium=organic,https://www.google.com/maps/place/Spring+Mill+Pointe/data=!4m7!3m6!1s0x89c6be923bfa8199:0x26acf93bee93da51!8m2!3d40.0784891!4d-75.2804896!16s%2Fg%2F1txfq33n!19sChIJmYH6O5K-xokRUdqT7jv5rCY?authuser=0&hl=en&rclk=1,"2002 Joshua Rd, Lafayette Hill, PA 19444"," 3PH9+9R Lafayette Hill, Whitemarsh Township, PA","[""Tuesday: Open 24 hours   \ue14d"", ""Wednesday: Open 24 hours   \ue14d"", ""Thursday: Open 24 hours   \ue14d"", ""Saturday: Open 24 hours   \ue14d"", ""Sunday: Open 24 hours   \ue14d"", ""Monday: Open 24 hours   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot"", ""Offerings: Serves food"", ""Parking: On-site parking""]",40.0784891,-75.2804896,
AristaCare at East Falls,4.5,44,Nursing home,3300 Henry Ave Ste 700,+1 (215) 842 3300,Open 24 hours,https://www.acateastfalls.com/,https://www.google.com/maps/place/AristaCare+at+East+Falls/data=!4m7!3m6!1s0x89c6b933471b87c3:0x9620a57b2f068600!8m2!3d40.0117458!4d-75.1845325!16s%2Fg%2F11vxq0bw74!19sChIJw4cbRzO5xokRAIYGL3ulIJY?authuser=0&hl=en&rclk=1,"3300 Henry Ave Ste 700, Philadelphia, PA 19129"," 2R68+M5 Philadelphia, Pennsylvania","[""Tuesday: Open 24 hours   \ue14d"", ""Wednesday: Open 24 hours   \ue14d"", ""Thursday: Open 24 hours   \ue14d"", ""Saturday: Open 24 hours   \ue14d"", ""Sunday: Open 24 hours   \ue14d"", ""Monday: Open 24 hours   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot"", ""Service options: Onsite services available"", ""Parking: Free parking lot, On-site parking""]",40.0117458,-75.1845325,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAEAqld3duiy9Kw8ZhILhQo6-9HIV7h7DOjFgUVk9ZB7ipYXh6SNCoLQO6EaX5utr0dlxvqvr4GzvitWMotBBSrww4RPyX6ot_URLCHnme8AfQapqFSknKNPo389Vhxedt9IFoaa=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAHs4lnmz6C7HzGrRxUxRDweZK2B_q0mSv8NyugwJ5nrsjYvpNrtKHvYOKtAAkUJ1BTt-9MVigiuR90uwtGNYyO6REye1J5LumK802pgKPLnjiGyjV229bY9W6-PDG6_ZDHS1ZKOjEjftps=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAGLExDCVPdEgw2UIwlkD-x38wZ8QFjzNRLrfxd4YIL95h4o-8ew98TkeTdcJWE8Uxym5G1Zg8gbxh5P0hgTD-Iz6STPRfVWRCVZnUgrlGfwYgE2uHl9vvVrD2TGLBhTqdjmLP-q_w=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAGf_5sF9HgWb7186aoqiENUc1_lu8Mq55EOb7pqR8j6-wfAUa2M2Xhf40DbD-d8b92ihMSPBKrAIoK_0gvF9uUCCFqWUYy8OIcM9Mi5JQH-ue5aeT-3CjtfAcp6utOSay_D7P0GZ_yiP3c=s2000-k-no"
The Quadrangle,4.1,99,Retirement community,3300 Darby Rd,+1 (610) 642 3000,Open 24 hours,https://www.sunriseseniorliving.com/communities/pa/the-quadrangle?utm_source=directory_listings&utm_medium=clicks&utm_campaign=google,https://www.google.com/maps/place/The+Quadrangle/data=!4m7!3m6!1s0x89c6c0225eeabd11:0x26d6289ee06aa3ad!8m2!3d39.9994165!4d-75.3336525!16s%2Fg%2F1tdrg9wb!19sChIJEb3qXiLAxokRraNq4J4o1iY?authuser=0&hl=en&rclk=1,"3300 Darby Rd, Haverford, PA 19041"," XMX8+QG Haverford, Pennsylvania","[""Tuesday: Open 24 hours   \ue14d"", ""Wednesday: Open 24 hours   \ue14d"", ""Thursday: Open 24 hours   \ue14d"", ""Saturday: Open 24 hours   \ue14d"", ""Sunday: Open 24 hours   \ue14d"", ""Monday: Open 24 hours   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot"", ""Service options: Onsite services available"", ""Offerings: Serves food"", ""Parking: Free parking lot, On-site parking""]",39.9994165,-75.3336525,
