name,rating,reviews,category,address_lane1,phone,status,website,maps_url,address,plus_code,hours,about,lat,lng,photos
Valley Village Retirement Community,4.1,4,Retirement community,"390 N Winchester Blvd Building 1, Suite 18A",+1 (408) 241 7750,Open · Closes 5 PM,http://www.valleyvillageretirement.com/,https://www.google.com/maps/place/Valley+Village+Retirement+Community/data=!4m7!3m6!1s0x808fcafcf263d44d:0xf3488c3c916da2e9!8m2!3d37.3321483!4d-121.9517051!16s%2Fg%2F11cn9jqj51!19sChIJTdRj8vzKj4AR6aJtkTyMSPM?authuser=0&hl=en&rclk=1,"390 N Winchester Blvd Building 1, Suite 18A, Santa Clara, CA 95050"," 82JX+V8 Santa Clara, California","[""Tuesday: 9\u202fAM\u20135\u202fPM   \ue14d""]","[""Accessibility: assistive hearing loop, wheelchair accessible entrance, wheelchair accessible parking lot, wheelchair accessible restroom""]",37.3321483,-121.9517051,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHX0oNDeOiH30X8zupzs_iC-gtS5xKshEXY36k_ghxVAQBjjyYudZRs9pS49FkoA9jFw0-dP1FrYU-pTf2m48N_QMBBpawPbcynIO_dkQ71Re2w7wrEQFaHzGbg_7y4nc0ebA1S=w32-h32-p-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAHX0oNDeOiH30X8zupzs_iC-gtS5xKshEXY36k_ghxVAQBjjyYudZRs9pS49FkoA9jFw0-dP1FrYU-pTf2m48N_QMBBpawPbcynIO_dkQ71Re2w7wrEQFaHzGbg_7y4nc0ebA1S=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAG8A50i05NXhCf_gKPREehefpwygM8FGT8s3TZW22vOiDHPl6lNKfwYNS8FaGCf9zRNg7Hxr6bFdkyefJgKzLzt1h76GOmIk5WRSf-4bM8SB1hGtnBY9otwAJRcjA55-B-2o0RC=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAGPSY6VeWxlMVjkRlvrtX74Kn-a4rKN_3IW4ucNJ4h2e7SVVuaQlY7slldlPJrXzLQ7n8XtSc-Sc7GF1aYguiCoWwhTliQl5YIsBY_Djxe_5nDB3kKRzHwH8NtXMVE0Lddoe4QI=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAH3Fe5QMUk2bQrizzGILzUf1JcTbZblZRzHReNVp9rGcUDeUjUbjcVqANK42OGRKy6C1MaSlSW9_i22j4iwAET8qaXITicGX-Y75cr-9zi-Cq_1AsdyyoAOIlLqThgAUmU3mApx=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAGvErSFpCynCMBrh4Yoa7a3fvlOz6bD3mHxmIKU9QYEkCzeX4HCeCYaUpJfY-OmF65sVleyWLVyDpCUBDytDvzrbm2xXXQuRhUXnTMZiKP3LJj4DpZFuGk3wG5xDkY9oTwClkM=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAHCCy1TRzxXj3vjcnJXipV6lbJxS-Hu68WUp_VBQXFdomgzjXlZE6sl3cp5CWBliI91jw2kQ8V9gp92qQu30AAsqRZLmby6oj-nS2kKhDQATxEmYkrLdpvdfv5lgT-a1SpImC4lSg=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAFsoqQI3p0CFj2Sp0OOAlqUsuKeBzEArYX6hTHsdLF0JOre1G3_0Svo4gUStPOeQcZm4dO1WprEOIrugGlY55EMdJYm6CyYnESv5zfd-2SJdUcqyE1bfkuEjmaPGSR9RcVysNvEWg=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAHZY5g1BTXSTsEObMlGXJ4k5PCiK_DnX6u7dY9PdgXqJYSG18QGP4XAR9F2XVlOrp7WhrSoO8qSKg2wnH5WPuTmt0I5B5wO6ubiXISsXA52DApgAKk_WUVMhKCl5JYGaqNs17lb=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAG6UXwlDRRCgQGvgM8V9MFwYG3kZLcTFVtn_J14UwWkosw0598G7aAvMsCgeNnfGwNSLKEpC42Qlkwkwh_Id64AHX2TjFOnZbLVlmE1RdFSvVMAf4GVIWuk3yBNlf1nbNwVDM1r=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAESb1UJt0l10jz9kS4UJB8ZkQ9TcnkqHgzqllJidYl9YleKsZ1qkBK3N0cHT1Ik8BQTF0H-wtfAhqzEWF2Cx9bNocaz6G5nRw_gntRVY_KiBzm0gw5LASGQoy7-9alDgaSzjKBS=s2000-k-no"
Villa Serena Retirement Community,4.8,46,Retirement community,1340 Pomeroy Ave,+1 (408) 261 8350,Open · Closes 6 PM,https://www.villaserenaretirement.com/,https://www.google.com/maps/place/Villa+Serena+Retirement+Community/data=!4m7!3m6!1s0x808fca0ca6d348b3:0xeafe1d9a9d9ddeb2!8m2!3d37.3494896!4d-121.9873275!16s%2Fg%2F1vyxjnjk!19sChIJs0jTpgzKj4ARst6dnZod_uo?authuser=0&hl=en&rclk=1,"1340 Pomeroy Ave, Santa Clara, CA 95051"," 82X7+Q3 Santa Clara, California","[""Tuesday: 8\u202fAM\u20136\u202fPM   \ue14d"", ""Wednesday: 8\u202fAM\u20136\u202fPM   \ue14d"", ""Thursday: 8\u202fAM\u20136\u202fPM   \ue14d"", ""Friday: 8\u202fAM\u20136\u202fPM   \ue14d"", ""Saturday: 8\u202fAM\u20136\u202fPM   \ue14d"", ""Sunday: 8\u202fAM\u20136\u202fPM   \ue14d"", ""Monday: 8\u202fAM\u20136\u202fPM   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot"", ""Parking: On-site parking""]",37.3494896,-121.9873275,
Saratoga Retirement Community,4.5,2,Retirement community,14500 Fruitvale Ave Building 3000,+1 (408) 741 7100,Open · Closes 5 PM,https://www.saratogaretirement.org/,https://www.google.com/maps/place/Saratoga+Retirement+Community/data=!4m7!3m6!1s0x808e4a936d47dab3:0x985f583ef992f458!8m2!3d37.2576762!4d-122.0090961!16s%2Fg%2F1tftr9wg!19sChIJs9pHbZNKjoARWPSS-T5YX5g?authuser=0&hl=en&rclk=1,"14500 Fruitvale Ave Building 3000, Saratoga, CA 95070"," 7X5R+39 Saratoga, California","[""Tuesday: 8\u202fAM\u20135\u202fPM   \ue14d"", ""Wednesday: 8\u202fAM\u20135\u202fPM   \ue14d"", ""Thursday: 8\u202fAM\u20135\u202fPM   \ue14d"", ""Friday: 8\u202fAM\u20135\u202fPM   \ue14d"", ""Saturday: Closed   \ue14d"", ""Sunday: Closed   \ue14d"", ""Monday: 8\u202fAM\u20135\u202fPM   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot, wheelchair accessible restroom, wheelchair accessible seating"", ""Amenities: gender-neutral restroom"", ""Parking: Free parking lot, On-site parking""]",37.2576762,-122.0090961,
Chateau Cupertino,3.8,9,Retirement community,10150 Torre Ave,+1 (408) 446 4300,Open · Closes 5 PM,http://www.chateau-cupertino.com/,https://www.google.com/maps/place/Chateau+Cupertino/data=!4m7!3m6!1s0x808fb5a61e5e1563:0xb0d3747bec9d091a!8m2!3d37.321154!4d-122.026757!16s%2Fg%2F1tfjfsg3!19sChIJYxVeHqa1j4ARGgmd7Ht007A?authuser=0&hl=en&rclk=1,"10150 Torre Ave, Cupertino, CA 95014"," 8XCF+F7 Cupertino, California","[""Tuesday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Wednesday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Thursday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Friday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Saturday: 9\u202fAM\u20134\u202fPM   \ue14d"", ""Sunday: 9\u202fAM\u20134\u202fPM   \ue14d"", ""Monday: 9\u202fAM\u20135\u202fPM   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot"", ""Parking: On-site parking""]",37.321154,-122.026757,
Sunny View Retirement Community,4.3,19,Retirement home,22445 Cupertino Rd,+1 (408) 454 5600,Open · Closes 5 PM,https://frontporch.net/community/sunny-view/,https://www.google.com/maps/place/Sunny+View+Retirement+Community/data=!4m7!3m6!1s0x808fb46cc7a780f9:0x6fc2d5669b5e8b9f!8m2!3d37.3236779!4d-122.0674129!16s%2Fg%2F1td9wbzl!19sChIJ-YCnx2y0j4ARn4tem2bVwm8?authuser=0&hl=en&rclk=1,"22445 Cupertino Rd, Cupertino, CA 95014"," 8WFM+F2 Cupertino, California","[""Tuesday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Wednesday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Thursday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Friday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Saturday: Closed   \ue14d"", ""Sunday: Closed   \ue14d"", ""Monday: 9\u202fAM\u20135\u202fPM   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot""]",37.3236779,-122.0674129,
Villa Siena Senior Living Community,4.9,83,Retirement community,1855 Miramonte Ave,+1 (650) 961 6484,Open · Closes 5 PM,http://www.villa-siena.org/,https://www.google.com/maps/place/Villa+Siena+Senior+Living+Community/data=!4m7!3m6!1s0x808fb12c8e025335:0x8ad80e2b1e6e1694!8m2!3d37.3707242!4d-122.0858248!16s%2Fg%2F1v1tn9sn!19sChIJNVMCjiyxj4ARlBZuHisO2Io?authuser=0&hl=en&rclk=1,"1855 Miramonte Ave, Mountain View, CA 94040"," 9WC7+7M Mountain View, California","[""Tuesday: 8\u202fAM\u20135\u202fPM   \ue14d"", ""Wednesday: 8\u202fAM\u20135\u202fPM   \ue14d"", ""Thursday: 8\u202fAM\u20135\u202fPM   \ue14d"", ""Friday: 8\u202fAM\u20135\u202fPM   \ue14d"", ""Saturday: Closed   \ue14d"", ""Sunday: Closed   \ue14d"", ""Monday: 8\u202fAM\u20135\u202fPM   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot"", ""Parking: Free parking lot, On-site parking""]",37.3707242,-122.0858248,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAH4zEYXVgkemSbU5W5mdf09aI_2z7Y5KQjJSHKSBEZsdC-LeyMWWvtODgj3MZJs_ru6kna7wWVw0qz9XGGDOH6w1GLIsHOp3BPE4dGjJaCwP7zw_1dHkZxsUI3qlnU1UUc4bpA8oQ=w32-h32-p-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAH4zEYXVgkemSbU5W5mdf09aI_2z7Y5KQjJSHKSBEZsdC-LeyMWWvtODgj3MZJs_ru6kna7wWVw0qz9XGGDOH6w1GLIsHOp3BPE4dGjJaCwP7zw_1dHkZxsUI3qlnU1UUc4bpA8oQ=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAG1J46GkWJFWwMx8X95kS50tf2YuOx6KWylor7SBf2S5Lthrs2rmTjBQQU3RqNEmLm_yNSWG63Fxnzop8Pid-qtnRcBWUn6inFiQUKtZ92MellF80CkEzfQHa6ZfAb3UR1hpPh0=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAFHDEf-4UkmiubPn8dZ6BvTgSIFEbIDMX9QS6PsQp1PLcM1GgJvWes5fD3yU8O4O-xNDJs7sx7jY7p911d0zKsx68SMmbGvbvEtKr0ky10v8od3cnm-tP-VFB9mUAbYj8dod5U=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAEb2INg06w3-hcEkl1sYzKt0tPxsAF44feUvg7Bryh-fp5mmiIxaA8v262c9kQVNRV9H3zTMzY6fD4_evcDRiT1f6dHoXnDDBerQV6VrjBVD52MLty3ua9HnDVhVQEwRpcvNTg=s2000-k-no"
Westwind Memory Care,4.4,6,Retirement community,160 Jewell Street,+1 (831) 216 0216,Open · Closes 5 PM,https://www.westwindmemorycare.com/,https://www.google.com/maps/place/Westwind+Memory+Care/data=!4m7!3m6!1s0x808e40384700081b:0x23c6b3f177d82ea9!8m2!3d36.988883!4d-122.025393!16s%2Fg%2F11b6x9_rqt!19sChIJGwgARzhAjoARqS7Yd_GzxiM?authuser=0&hl=en&rclk=1,"160 Jewell St, Santa Cruz, CA 95060"," XXQF+HR Santa Cruz, California","[""Tuesday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Wednesday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Thursday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Friday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Saturday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Sunday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Monday: 9\u202fAM\u20135\u202fPM   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot, wheelchair accessible restroom, wheelchair accessible seating"", ""Service options: Onsite services available, Language assistance"", ""Crowd: LGBTQ+ friendly"", ""Parking: Free parking lot, On-site parking""]",36.988883,-122.025393,
Willow Glen Village,4.2,1134,Shopping mall,1411-1489 Bird Ave.,+1 (925) 838 7070,Open · Closes 10 PM,,https://www.google.com/maps/place/Willow+Glen+Village/data=!4m7!3m6!1s0x808e337336c6d99d:0x89efdb067821091d!8m2!3d37.306323!4d-121.8910562!16s%2Fg%2F1tfk4ns3!19sChIJndnGNnMzjoARHQkheAbb74k?authuser=0&hl=en&rclk=1,"1411-1489 Bird Ave., San Jose, CA 95125"," 8445+GH San Jose, California","[""Tuesday: 6\u202fAM\u201310\u202fPM   \ue14d"", ""Wednesday: 6\u202fAM\u201310\u202fPM   \ue14d"", ""Thursday: 6\u202fAM\u201310\u202fPM   \ue14d"", ""Friday: 6\u202fAM\u201310\u202fPM   \ue14d"", ""Saturday: 6\u202fAM\u201310\u202fPM   \ue14d"", ""Sunday: 6\u202fAM\u201310\u202fPM   \ue14d"", ""Monday: 6\u202fAM\u201310\u202fPM   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot, wheelchair accessible restroom"", ""Service options: Onsite services available"", ""Amenities: restroom"", ""Payments: Accepts credit cards, Accepts debit cards"", ""Parking: Free parking lot, Paid parking lot""]",37.306323,-121.8910562,
Summercrest Villas,3.9,8,Apartment complex,1725 Almaden Rd,+1 (408) 264 2900,Open · Closes 6 PM,https://summercrestsenior.com/,https://www.google.com/maps/place/Summercrest+Villas/data=!4m7!3m6!1s0x808e336ab237e657:0x13ee3836e2fd1202!8m2!3d37.3031479!4d-121.8796696!16s%2Fg%2F1tftx5km!19sChIJV-Y3smozjoARAhL94jY47hM?authuser=0&hl=en&rclk=1,"1725 Almaden Rd, San Jose, CA 95125"," 843C+74 San Jose, California","[""Tuesday: 9\u202fAM\u20136\u202fPM   \ue14d"", ""Wednesday: 9\u202fAM\u20136\u202fPM   \ue14d"", ""Thursday: 9\u202fAM\u20136\u202fPM   \ue14d"", ""Friday: 9\u202fAM\u20136\u202fPM   \ue14d"", ""Saturday: Closed   \ue14d"", ""Sunday: Closed   \ue14d"", ""Monday: 9\u202fAM\u20136\u202fPM   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot"", ""Service options: Onsite services available"", ""Amenities: fitness center, outdoor space, Pets welcome, swimming pool"", ""Parking: On-site parking"", ""Pets: Dogs allowed""]",37.3031479,-121.8796696,
Holiday Warburton Place,4.3,28,Retirement community,1675 Scott Blvd,+1 (408) 837 0547,Open · Closes 7 PM,https://www.holidayseniorliving.com/retirement-communities/holiday-warburton-place-santa-clara-ca/?utm_source=GMB&utm_medium=Birdeye,https://www.google.com/maps/place/Holiday+Warburton+Place/data=!4m7!3m6!1s0x808fca47d2392499:0xd79cc76cfbadbb5f!8m2!3d37.3545545!4d-121.9589092!16s%2Fg%2F1tfm6x8k!19sChIJmSQ50kfKj4ARX7ut-2zHnNc?authuser=0&hl=en&rclk=1,"1675 Scott Blvd, Santa Clara, CA 95050"," 923R+RC Santa Clara, California","[""Tuesday: 8\u202fAM\u20137\u202fPM   \ue14d"", ""Wednesday: 8\u202fAM\u20137\u202fPM   \ue14d"", ""Thursday: 8\u202fAM\u20137\u202fPM   \ue14d"", ""Friday: 8\u202fAM\u20137\u202fPM   \ue14d"", ""Saturday: 8\u202fAM\u20137\u202fPM   \ue14d"", ""Sunday: 8\u202fAM\u20136\u202fPM   \ue14d"", ""Monday: 8\u202fAM\u20137\u202fPM   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot, wheelchair accessible restroom, wheelchair accessible seating"", ""Service options: Onsite services available"", ""Amenities: gender-neutral restroom"", ""Crowd: LGBTQ+ friendly, Transgender safespace"", ""Parking: On-site parking""]",37.3545545,-121.9589092,
