name,rating,reviews,category,address_lane1,phone,status,website,maps_url,address,plus_code,hours,about,lat,lng,photos
Infinite Pathways Care Home & Memory Care,4.6,,Assisted living facility,4015 E St John Rd,+1 (602) 826 6504,Open 24 hours,https://www.pathwayassistedliving.com/,https://www.google.com/maps/place/Infinite+Pathways+Care+Home+%26+Memory+Care/data=!4m7!3m6!1s0x872b71849acd6d91:0x2d64e980c546fb84!8m2!3d33.6469792!4d-111.9953434!16s%2Fg%2F11p4_rhmt3!19sChIJkW3NmoRxK4cRhPtGxYDpZC0?authuser=0&hl=en&rclk=1,"4015 E St John Rd, Phoenix, AZ 85032"," J2W3+QV Phoenix, Arizona","[""Tuesday: Open 24 hours   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot, wheelchair accessible restroom, wheelchair accessible seating""]",33.6469792,-111.9953434,
Dementia Care and Education Campus,4.8,35,Nursing home,3811 N 44th St,+1 (602) 767 8300,Open · Closes 5 PM,https://dementiacampus.org/,https://www.google.com/maps/place/Dementia+Care+and+Education+Campus/data=!4m7!3m6!1s0x872b0db74a138a9b:0xc222b2f0675c0232!8m2!3d33.4917141!4d-111.9864087!16s%2Fg%2F11j7w4lf0r!19sChIJm4oTSrcNK4cRMgJcZ_CyIsI?authuser=0&hl=en&rclk=1,"3811 N 44th St, Phoenix, AZ 85018"," F2R7+MC Phoenix, Arizona","[""Tuesday: 8\u202fAM\u20135\u202fPM   \ue14d"", ""Wednesday: 8\u202fAM\u20135\u202fPM   \ue14d"", ""Thursday: 8\u202fAM\u20135\u202fPM   \ue14d"", ""Friday: 8\u202fAM\u20135\u202fPM   \ue14d"", ""Saturday: Closed   \ue14d"", ""Sunday: Closed   \ue14d"", ""Monday: 8\u202fAM\u20135\u202fPM   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot"", ""Payments: Accepts credit cards""]",33.4917141,-111.9864087,
American Dream Home LLC,5.0,19,Assisted living facility,702 E Orangewood Ave,+1 (773) 316 3555,Open 24 hours,,https://www.google.com/maps/place/American+Dream+Home+LLC/data=!4m7!3m6!1s0x872b6d507f4bef3b:0x36e766cf67e491ed!8m2!3d33.5458489!4d-112.0648753!16s%2Fg%2F11w963w894!19sChIJO-9Lf1BtK4cR7ZHkZ89m5zY?authuser=0&hl=en&rclk=1,"702 E Orangewood Ave, Phoenix, AZ 85020"," GWWP+82 Phoenix, Arizona","[""Tuesday: Open 24 hours   \ue14d"", ""Wednesday: Open 24 hours   \ue14d"", ""Thursday: Open 24 hours   \ue14d"", ""Friday: Open 24 hours   \ue14d"", ""Saturday: Open 24 hours   \ue14d"", ""Sunday: Open 24 hours   \ue14d"", ""Monday: Open 24 hours   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot""]",33.5458489,-112.0648753,
The Retreat at Alameda Assisted Living & Memory Care,4.6,37,Assisted living facility,1920 W Alameda Rd,+1 (602) 320 0437,Open 24 hours,https://stellarliving.com/communities/the-retreat-at-alameda-senior-assisted-living-phoenix-arizona/,https://www.google.com/maps/place/The+Retreat+at+Alameda+Assisted+Living+%26+Memory+Care/data=!4m7!3m6!1s0x872b6524a7f082c1:0x46c49774cbf26900!8m2!3d33.7059608!4d-112.1013735!16s%2Fg%2F11lh451rcl!19sChIJwYLwpyRlK4cRAGnyy3SXxEY?authuser=0&hl=en&rclk=1,"1920 W Alameda Rd, Phoenix, AZ 85085"," PV4X+9F Phoenix, Arizona","[""Tuesday: Open 24 hours   \ue14d"", ""Wednesday: Open 24 hours   \ue14d"", ""Thursday: Open 24 hours   \ue14d"", ""Friday: Open 24 hours   \ue14d"", ""Saturday: Open 24 hours   \ue14d"", ""Sunday: Open 24 hours   \ue14d"", ""Monday: Open 24 hours   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot, wheelchair accessible restroom, wheelchair accessible seating"", ""Service options: Onsite services available""]",33.7059608,-112.1013735,
Desert Peak Care Center,4.5,168,Nursing home,8825 S 7th St,+1 (602) 243 6121,Open 24 hours,https://desertpeakcarecenter.com/,https://www.google.com/maps/place/Desert+Peak+Care+Center/data=!4m7!3m6!1s0x872b100ea8d1f5bd:0xc9da11dc5ffa592b!8m2!3d33.3658658!4d-112.0651027!16s%2Fg%2F1tnbllt_!19sChIJvfXRqA4QK4cRK1n6X9wR2sk?authuser=0&hl=en&rclk=1,"8825 S 7th St, Phoenix, AZ 85042"," 9W8M+8X Phoenix, Arizona","[""Tuesday: Open 24 hours   \ue14d"", ""Wednesday: Open 24 hours   \ue14d"", ""Thursday: Open 24 hours   \ue14d"", ""Friday: Open 24 hours   \ue14d"", ""Saturday: Open 24 hours   \ue14d"", ""Sunday: Open 24 hours   \ue14d"", ""Monday: Open 24 hours   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot, wheelchair accessible restroom, wheelchair accessible seating"", ""Service options: Onsite services available, Language assistance""]",33.3658658,-112.0651027,
Clarendale Arcadia,4.9,113,Retirement community,3233 E Camelback Rd,+1 (480) 573 3700,Open 24 hours,https://clarendalearcadia.com/?utm_campaign=gmb&utm_content=business_profile_link&utm_id=dir_gbp_organic&utm_medium=directory&utm_source=gbp,https://www.google.com/maps/place/Clarendale+Arcadia/data=!4m7!3m6!1s0x872b0d6fac20c6b5:0x8d187180434ae379!8m2!3d33.5084384!4d-112.0117738!16s%2Fg%2F11p0h4pmh3!19sChIJtcYgrG8NK4cReeNKQ4BxGI0?authuser=0&hl=en&rclk=1,"3233 E Camelback Rd, Phoenix, AZ 85018"," GX5Q+97 Phoenix, Arizona",,"[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot"", ""Offerings: Serves food"", ""Parking: Free parking garage, Free parking lot, On-site parking""]",33.5084384,-112.0117738,
Senior Living at Pinnacle Vista,4.7,14,Assisted living facility,3410 W Pinnacle Vista Dr,+1 (623) 399 2349,Open 24 hours,https://www.pinnacle-vista.com/,https://www.google.com/maps/place/Senior+Living+at+Pinnacle+Vista/data=!4m7!3m6!1s0x872b6500289fe0c1:0xdf77b584da7b53b6!8m2!3d33.7330799!4d-112.132453!16s%2Fg%2F11mdbq82w8!19sChIJweCfKABlK4cRtlN72oS1d98?authuser=0&hl=en&rclk=1,"3410 W Pinnacle Vista Dr, Phoenix, AZ 85083"," PVM9+62 Phoenix, Arizona","[""Tuesday: Open 24 hours   \ue14d"", ""Wednesday: Open 24 hours   \ue14d"", ""Thursday: Open 24 hours   \ue14d"", ""Friday: Open 24 hours   \ue14d"", ""Saturday: Open 24 hours   \ue14d"", ""Sunday: Open 24 hours   \ue14d"", ""Monday: Open 24 hours   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot"", ""Service options: Onsite services available""]",33.7330799,-112.132453,
Terra Pointe Memory Care Glendale,4.3,33,Assisted living facility,5330 W Union Hills Dr,+1 (602) 737 3128,Open 24 hours,https://avistaseniorliving.com/terra-pointe-az-memory-care/?utm_source=gmb&utm_medium=organic&utm_content=gmb-website,https://www.google.com/maps/place/Terra+Pointe+Memory+Care+Glendale/data=!4m7!3m6!1s0x872b68ec1a012809:0xacb3fea3e64d2f03!8m2!3d33.6550813!4d-112.1746176!16s%2Fg%2F11g68x4_l2!19sChIJCSgBGuxoK4cRAy9N5qP-s6w?authuser=0&hl=en&rclk=1,"5330 W Union Hills Dr, Glendale, AZ 85308"," MR4G+25 Glendale, Arizona","[""Tuesday: Open 24 hours   \ue14d"", ""Wednesday: Open 24 hours   \ue14d"", ""Thursday: Open 24 hours   \ue14d"", ""Friday: Open 24 hours   \ue14d"", ""Saturday: Open 24 hours   \ue14d"", ""Sunday: Open 24 hours   \ue14d"", ""Monday: Open 24 hours   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot, wheelchair accessible restroom, wheelchair accessible seating""]",33.6550813,-112.1746176,
Colter Luxury Assisted Living,5.0,4,Assisted living facility,1348 E Colter St,+1 (602) 653 6952,Open · Closes 5:30 PM,https://www.colterluxury.com/,https://www.google.com/maps/place/Colter+Luxury+Assisted+Living/data=!4m7!3m6!1s0x872b131123cad14d:0xfc9328a9eae87ce3!8m2!3d33.5130646!4d-112.0518687!16s%2Fg%2F11ybq3s85_!19sChIJTdHKIxETK4cR43zo6qkok_w?authuser=0&hl=en&rclk=1,"1348 E Colter St, Phoenix, AZ 85014"," GW7X+67 Phoenix, Arizona","[""Tuesday: 8\u202fAM\u20135:30\u202fPM   \ue14d"", ""Wednesday: 8\u202fAM\u20135:30\u202fPM   \ue14d"", ""Thursday: 8\u202fAM\u20135:30\u202fPM   \ue14d"", ""Friday: 8\u202fAM\u20135:30\u202fPM   \ue14d"", ""Saturday: 8\u202fAM\u20135:30\u202fPM   \ue14d"", ""Sunday: 8\u202fAM\u20135:30\u202fPM   \ue14d"", ""Monday: 8\u202fAM\u20135:30\u202fPM   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot"", ""Amenities: gender-neutral restroom""]",33.5130646,-112.0518687,
Amada Senior Care,5.0,56,Home health care service,18885 North Reems Road,+1 (623) 227 2100,Open 24 hours,https://amadaseniorcarephoenixwest.com/,https://www.google.com/maps/place/Amada+Senior+Care/data=!4m7!3m6!1s0x872b6f1495208b5f:0x80626c6532313159!8m2!3d33.655834!4d-112.373872!16s%2Fg%2F11fjtwwr83!19sChIJX4sglRRvK4cRWTExMmVsYoA?authuser=0&hl=en&rclk=1,"18885 N Reems Rd Ste 104, Surprise, AZ 85374"," MJ4G+8F Surprise, Arizona","[""Tuesday: Open 24 hours   \ue14d"", ""Wednesday: Open 24 hours   \ue14d"", ""Thursday: Open 24 hours   \ue14d"", ""Friday: Open 24 hours   \ue14d"", ""Saturday: Open 24 hours   \ue14d"", ""Sunday: Open 24 hours   \ue14d"", ""Monday: Open 24 hours   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot"", ""From the business: Identifies as veteran-owned"", ""Service options: Language assistance""]",33.655834,-112.373872,
