name,rating,reviews,category,address_lane1,phone,status,website,maps_url,address,plus_code,hours,about,lat,lng,photos
Lone Star Living,4.7,,Retirement community,10680 Westbrae Pkwy,+1 (713) 541 9991,Open · Closes 6 PM,https://www.lonestarseniorliving.com/?utm_campaign=gmb,https://www.google.com/maps/place/Lone+Star+Living/data=!4m7!3m6!1s0x8640e825674c7a31:0x1b9ed7a974676dd!8m2!3d29.663353!4d-95.5306768!16s%2Fg%2F1tg9t20s!19sChIJMXpMZyXoQIYR3XZGl3rtuQE?authuser=0&hl=en&rclk=1,"10680 Westbrae Pkwy, Houston, TX 77031"," MF79+8P Brays Oaks, Houston, TX","[""Tuesday: 9\u202fAM\u20136\u202fPM   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot, wheelchair accessible restroom, wheelchair accessible seating""]",29.663353,-95.5306768,
King's Reserve Willowbrook 55+ Active Adult Living,4.6,78,Retirement community,7575 Willow Chase Blvd,+1 (346) 271 4848,Open · Closes 5 PM,https://www.kingsreservewillowbrook.com/?utm_knock=g,https://www.google.com/maps/place/King%27s+Reserve+Willowbrook+55%2B+Active+Adult+Living/data=!4m7!3m6!1s0x8640cde9803d7f63:0xe612e135f4de0ef5!8m2!3d29.9673557!4d-95.5434387!16s%2Fg%2F11bbrmncm9!19sChIJY389gOnNQIYR9Q7e9DXhEuY?authuser=0&hl=en&rclk=1,"7575 Willow Chase Blvd, Houston, TX 77070"," XF84+WJ Willowbrook, Houston, TX","[""Tuesday: 8\u202fAM\u20135\u202fPM   \ue14d"", ""Wednesday: 8\u202fAM\u20135\u202fPM   \ue14d"", ""Thursday: 8\u202fAM\u20135\u202fPM   \ue14d"", ""Friday: 8\u202fAM\u20135\u202fPM   \ue14d"", ""Saturday: 10\u202fAM\u20135\u202fPM   \ue14d"", ""Sunday: Closed   \ue14d"", ""Monday: 8\u202fAM\u20135\u202fPM   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot, wheelchair accessible restroom"", ""Service options: Onsite services available"", ""Offerings: Serves food"", ""Parking: On-site parking""]",29.9673557,-95.5434387,
Pegasus Preserve of Vintage Park,4.5,21,Retirement community,14221 Vintage Preserve Pkwy,+1 (832) 996 4900,Open 24 hours,https://www.pegasusseniorliving.com/pegasus-preserve-of-vintage-park/,https://www.google.com/maps/place/Pegasus+Preserve+of+Vintage+Park/data=!4m7!3m6!1s0x8640cd7e76cefa3f:0x87dea9c3fa610fc2!8m2!3d29.9940137!4d-95.5749673!16s%2Fg%2F11bwfljfrt!19sChIJP_rOdn7NQIYRwg9h-sOp3oc?authuser=0&hl=en&rclk=1,"14221 Vintage Preserve Pkwy, Houston, TX 77070"," XCVG+J2 Cypress Crossing, Texas","[""Tuesday: Open 24 hours   \ue14d"", ""Wednesday: Open 24 hours   \ue14d"", ""Thursday: Open 24 hours   \ue14d"", ""Friday: Open 24 hours   \ue14d"", ""Saturday: Open 24 hours   \ue14d"", ""Sunday: Open 24 hours   \ue14d"", ""Monday: Open 24 hours   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot"", ""Parking: On-site parking""]",29.9940137,-95.5749673,
Lofts at Katy Ranch 55+ Active Adult Living,4.7,21,Apartment complex,24922 Katy Ranch Road,+1 (281) 394 2119,Open · Closes 5:30 PM,https://www.loftsatkatyranch.com/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D&utm_source=GBP&utm_medium=organic,https://www.google.com/maps/place/Lofts+at+Katy+Ranch+55%2B+Active+Adult+Living/data=!4m7!3m6!1s0x8641270068e88c37:0x33c9dd104d39c685!8m2!3d29.782335!4d-95.793069!16s%2Fg%2F11zj8cyfrn!19sChIJN4zoaAAnQYYRhcY5TRDdyTM?authuser=0&hl=en&rclk=1,"24922 Katy Ranch Rd, Katy, TX 77494"," Q6J4+WQ Katy, Texas","[""Tuesday: 8:30\u202fAM\u20135:30\u202fPM   \ue14d"", ""Wednesday: 8:30\u202fAM\u20135:30\u202fPM   \ue14d"", ""Thursday: 8:30\u202fAM\u20135:30\u202fPM   \ue14d"", ""Friday: 8:30\u202fAM\u20135:30\u202fPM   \ue14d"", ""Saturday: 10\u202fAM\u20135\u202fPM   \ue14d"", ""Sunday: Closed   \ue14d"", ""Monday: 8:30\u202fAM\u20135:30\u202fPM   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot, wheelchair accessible restroom, No wheelchair accessible seating"", ""Amenities: business center, elevator, fitness center, in-unit washer/dryer, Onsite maintenance, outdoor space, Pets welcome, swimming pool"", ""Parking: On-site parking, Paid parking garage"", ""Pets: dog park, Dogs allowed""]",29.782335,-95.793069,
Orchard At Westchase,4.4,30,Retirement community,10801 Westpark Dr,+1 (713) 334 7500,Open · Closes 6 PM,https://orchardwestchase.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,https://www.google.com/maps/place/Orchard+At+Westchase/data=!4m7!3m6!1s0x8640dcd4e2762b4b:0x2294ec999d33d04b!8m2!3d29.7196672!4d-95.562795!16s%2Fg%2F1tdr3pyv!19sChIJSyt24tTcQIYRS9AznZnslCI?authuser=0&hl=en&rclk=1,"10801 Westpark Dr, Houston, TX 77042"," PC9P+VV Westside, Houston, TX","[""Tuesday: 9\u202fAM\u20136\u202fPM   \ue14d"", ""Wednesday: 9\u202fAM\u20136\u202fPM   \ue14d"", ""Thursday: 9\u202fAM\u20136\u202fPM   \ue14d"", ""Friday: 9\u202fAM\u20136\u202fPM   \ue14d"", ""Saturday: Closed   \ue14d"", ""Sunday: Closed   \ue14d"", ""Monday: 9\u202fAM\u20136\u202fPM   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot"", ""Parking: On-site parking""]",29.7196672,-95.562795,
Cypress Woods - Sky Active Living,4.5,63,Retirement community,2755 Chestnut Ridge Rd,+1 (281) 441 8800,Open · Closes 7:30 PM,https://cypresswoodsseniorliving.com/,https://www.google.com/maps/place/Cypress+Woods+-+Sky+Active+Living/data=!4m7!3m6!1s0x8640b2b3a992145f:0x55009174f532a05c!8m2!3d30.0525319!4d-95.2406167!16s%2Fg%2F1tvdk52d!19sChIJXxSSqbOyQIYRXKAy9XSRAFU?authuser=0&hl=en&rclk=1,"2755 Chestnut Ridge Rd, Kingwood, TX 77339"," 3Q35+2Q Kingwood, Houston, TX","[""Tuesday: 7:30\u202fAM\u20137:30\u202fPM   \ue14d"", ""Wednesday: 7:30\u202fAM\u20137:30\u202fPM   \ue14d"", ""Thursday: 7:30\u202fAM\u20137:30\u202fPM   \ue14d"", ""Friday: 7:30\u202fAM\u20137:30\u202fPM   \ue14d"", ""Saturday: 7:30\u202fAM\u20137:30\u202fPM   \ue14d"", ""Sunday: 7:30\u202fAM\u20137:30\u202fPM   \ue14d"", ""Monday: 7:30\u202fAM\u20137:30\u202fPM   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot, wheelchair accessible restroom, wheelchair accessible seating"", ""Amenities: gender-neutral restroom"", ""Crowd: LGBTQ+ friendly, Transgender safespace"", ""Parking: On-site parking""]",30.0525319,-95.2406167,
Landon Ridge Sugar Land Independent Living,4.8,33,Retirement community,744 Brooks St,+1 (832) 648 4254,Open 24 hours,https://www.sugarlandindependentliving.com/,https://www.google.com/maps/place/Landon+Ridge+Sugar+Land+Independent+Living/data=!4m7!3m6!1s0x8640e6c55444d547:0x47c94a374d3858df!8m2!3d29.6111076!4d-95.6356814!16s%2Fg%2F11gfgxqhtj!19sChIJR9VEVMXmQIYR31g4TTdKyUc?authuser=0&hl=en&rclk=1,"744 Brooks St, Sugar Land, TX 77478"," J967+CP Sugar Land, Texas","[""Tuesday: Open 24 hours   \ue14d"", ""Wednesday: Open 24 hours   \ue14d"", ""Thursday: Open 24 hours   \ue14d"", ""Friday: Open 24 hours   \ue14d"", ""Saturday: Open 24 hours   \ue14d"", ""Sunday: Open 24 hours   \ue14d"", ""Monday: Open 24 hours   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot"", ""Offerings: Serves food"", ""Parking: On-site parking""]",29.6111076,-95.6356814,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAG8B8X09QgLbxj_fYy6wyvAE1Gp3ZTMPX-op7d7KzRqu-07iqWaYgcwwvdlgbzv2XRmRJ47BClMPqmmjSNH8O6B6LJr2IZTfRtgrjmfh_mHQO6-oKW16bQF5v-lCBKVW03WgjZuE5r1V-Ub=w32-h32-p-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAG8B8X09QgLbxj_fYy6wyvAE1Gp3ZTMPX-op7d7KzRqu-07iqWaYgcwwvdlgbzv2XRmRJ47BClMPqmmjSNH8O6B6LJr2IZTfRtgrjmfh_mHQO6-oKW16bQF5v-lCBKVW03WgjZuE5r1V-Ub=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAHnK1EEV1MyrSlWmtLxwRWq1t6R887ShFk7bMr75IGmeu0I-DwRVxH0MjQ-YQYU2eq3EIhKbq8xdjuZNd1GnB5LG311HLlMF_dUFhG0QE3yaqLgJX1i43jIsONFfjURZUdpRmc3qfVzaReU=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAFa9MkeRprQLCUBIQXskY2SSMxp5UYAVej4W-MAim7B1g0Xy0AlEuD2gl18CiWyq9gOl9Qy_qwKRHVwJAiFvSZUhpwg4TWpN6OzdVodFBv7jXJBGQcXpU_tSUvX4GUsppSVeG5o-lKv7SGB=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAFagud6hZDiliH40Rr9Owo2m7lnzKbQXgyW2gTDnMRdnNvDDE-J8_SLBOJWBruQMW2QxObuPHLjrRVCz-yAKzyKDWKq-nZNBZPqGct0BZpdUSemRVzp9i8WowAjUu4OANK9V-QCoiZmchgP=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAHYaNTLgxZPOWIv2zn_MquXAInkvKystcEUIs4QClvSX201JTwK4LPBEviJW8YUa9tkTN3CFyxbEFmXtUDsz-m42GvVt7llDA7zhQirqsEC1d71zycSMoTtbCdPep78Ucjf_RJ1-XMYBnA=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAGch46_91fPVlgyZ0cua5pmXL75oEDXh9JuI8yoFRQRmzEvn3UED2D257ZfF_A4ww2fyddZi9UiP6Enu2mLzkx9kIKaSbwP1ZsHId134D9iSxysWM97ZFn4JbFgA_hYbWR4Jnm9xw=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAFr_7WpHLBemJyS35QRfm69sxzd_PO_uOb-hgKi9m7zrbso25FQlop--marHk_4fXhAxtKe4WmCdMz37rdwFDolHOjpNKBXY0s-2tTVeEJoaT2XhkNjto_wXWYYTpxtUVtKcm89=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAHYgtVcbGlkshchMM7dgW0YIPGLN3ug51hL8exkagkleiYU5T064x2xMa5YpQcM5SkKQV_ik7h9FOJxWCtaexdrVTPVdbSAFnHk29lAMG0PEvvLPKU6f1mLDt0KkCUKoPV3hDBa=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAGUGSqEI01KNGoDGSJv8TI2lcnjyoIAmm8yKphBPEJouH6AaoFLj5sNGFaz9T3EkObVvnrnvGu9tkBLQxqtPh0S5cl8QH9RQOPYXbwz5TSsVRPOaNB6LjdenAnphNRTwOvIn70uDA=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAGVMr4lVWRbKE6TNkuxuVf9pYLtw7ddyxh2iwOCRga-mFHi8ZigvUAgf1NhoDgtmfOXVNoDec2O5A6csv5o4DYDAl7ay07e0uXRUu5jqGOlBObSN0WOgm8XkzbemIsYbolt5g=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAFth7EPNl-OKQM_4Lru2NaNKyBqOduMb26IQRIjhk_siiGLZg7QVCvJIfzOht7t6vXv1d6lAo5PXuq6m9g6tLeJYDYSijyX24R9HafmnujY5iA1S7jQfE-w_T343dJ6Ie03Ew49H1LvmdaU=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAGfr0Cu8Fgnieu84biPn6nnFTy50w6lkAWNnGuvVUTgfp4Ok36PZJUHVVdPj5VOR8GaEOio2cNDbHaBIthAJDBHj14prVXPZSeivL2vZyYYVyqY6CWelQEwB_pvfp1JspBYbRZO=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAEE5Oq78jt0q4gWv8CTEHrL_94BwRk92VUIEX-bS4xOW_sL5uG-T94B1Hdsth_5aP639O3ym5s5hueaK75P6m9jdosUA7ZdCfx8q3FOfi44RcS1IM51qq9oehzqyaXLlMD9bojxsTIlH7N7=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAHq3MyVS7o8v5fvAA-xzPWzm9is5D2xBGvaa7IOaSd164ru9nE0MXK4Mvlqg8KyWFnoZEapdJq-ZSvp0DCE4pDPR8F1RzZ7jVv5khAv1jphGjGZhIoEs49nAliGU1mKnngQf4Uq3klcUyo=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAFWZw6lXIkMhGZZRDQhT6oiUSr4qvMUzIjKeiD-SDybLxNojFdutTRTWvZpRxf_VdEIRTnjMgFMJobtxJa9pFJP9o9CZ76sz_LzPjwdSguUkooSGzOwH3OycNtz-dks_3sUzJE55ZszJ9O3=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAEv8d98YFIaYDtVDF1Fmo9xGgdHCd05qU4KlZrCKzfFSxFUJpSUm9oR3yrdWS0m5huiItkVC-yWIGa4ntGodyi_0kD-SSaXnhDeztAk9wPTYzKSc6F3bYS_FeWxAxVVKiPkKL8vcw=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAHgEajuhuUaE_0YDS6J7wNwRnvQi08mzd7WP63mdVqci4vJujqyuqHGePMSeoLx7E1_I88NeomkTJACVXxBtVk_KEzIk7G_JkNXExMAXO8qCeYxzUPhf08mrA036gvOsfXAGieh=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAG3utFnFOBJQAAuGqGGwef70SLaU7pi4rF2ZLWbr2ArIz6MBClA8quEg6r2UY6DRmdfjJjCaZ8H7VGsMuYHttphmez7xp01mvWZ14sSOLZGLaW4UqqIH8Y9OT2D1hABT0KDj8Wv=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAFdqizLZceL6OqVisM8o-81GZoF0f-uyD4GG2a6j8K26GuLZuLJ3etSO5zuRaS3lTVfwww_CNiarUNfd4SyNK0GHp-kw1ibUvkAfS2yKtG6UvnIlq0lzGtHyPSVrSe88JP2j2YYsg=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAF6z5ZirhsZELgQiYyG1yiNFJJBJZeTupn0gprqcnNWoHwtqo0kWTWigmi-fagzTicVGLF2QB_iV2gk6aOdCiNFJQIOzkzZl3akXSo-Dil85dnRnitIKsz-yJtnGnyaLdDNOoK8gg=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAF_xwd564cdxRmnFPCTWNYrbuu9AIp3dCJO_QPob1j4NHbc2KO1Q4fSQVbW07T21LRZgqWWCbUlXphwGHledy0cYEcnJUbNqV7_mxOMlYfbWW0aKOg980ECqT8z2FDNoNsZ0bQ6=s2000-k-no-pi-10-ya120.89832-ro-0-fo100, https://lh3.googleusercontent.com/gps-cs-s/APNQkAEtUDIUc7vakhsI3fF9roeG3u5bimRwZDILYynEM9RvKc_Q73DOzmRb64Ph1Lk0HfR-4xQq2xPEgfgkSh19-TmADbKkJIy9o65_wWyXBmGkDxyg5GmgVixd8aitL-dT8acYLEVU=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAHp9tCRj3d0SWWrVyNfj1S8KgQPAuXZ33MwVJtZIOOaeIRC-uFDP1q0YPnHEeau58l2PHQ57NcI7hzP9keC5Q__9kcGFKJc1dXbbVP8m938UrGvUPukPL09kpwt4KrtEwq59Fzi=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAEGGHJQIseK9jtEXUb1xWl7NJijqmgwXLp6fs0lLt9ZLc5c2BoL2Has7eyoeFAzFHOOCKQ57iRbKJzTY8lrJauDhBPyX_EuCLi-65iTuh_fKPCTJqh3MukTUyOEQikyZKOjsAqt1A=s2000-k-no"
Erickson Living,4.2,26,Retirement community,14703 Eagle Vista Dr,+1 (800) 917 1060,,https://www.ericksonseniorliving.com/eagles-trace,https://www.google.com/maps/place/Erickson+Living/data=!4m7!3m6!1s0x8640dbff4e2cdcf3:0x2fac249efab5973f!8m2!3d29.7618467!4d-95.6427493!16s%2Fg%2F1260pkhgl!19sChIJ89wsTv_bQIYRP5e1-p4krC8?authuser=0&hl=en&rclk=1,"14703 Eagle Vista Dr, Houston, TX 77077"," Q964+PW Westside, Houston, TX",,"[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot"", ""Parking: On-site parking""]",29.7618467,-95.6427493,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAHhfkfrQPGxy2cC_0v2xtHBsn-4TwdedwMsglcJJkMsc7OfgT2apUE9F5Cw9qDcXxy0o2yYbWN1qQGjCeCtNv-oIdxp8zUbg8iVFmO1au2Iffk71UGx6kK--ZQa6LZQQgGf_4Dm=w32-h32-p-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAHhfkfrQPGxy2cC_0v2xtHBsn-4TwdedwMsglcJJkMsc7OfgT2apUE9F5Cw9qDcXxy0o2yYbWN1qQGjCeCtNv-oIdxp8zUbg8iVFmO1au2Iffk71UGx6kK--ZQa6LZQQgGf_4Dm=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAFQmOmw9X0RfXMYx60k1_VFVjaM6Bqcul273V7HuF_gUCcGdnC7V5EAWUlxRmfE3GQksrZPxkYFoN4-zaoqSXXxmyXEKAFfz7yBCjDg5onJ-rB-KkXXXizPTiAssxniDOaUio4=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAFe1h0v1mzcp8eH5JxmykFrV1qVwE47LrgSk2I-cHT4KVWjNvpkKe3xr48DM-GghCciRIFAPK2biA7w4_FpaRzRCu607mBN3q_56U4m_Yx2kECnVgSKPNE8-jiQWdDydUFP_MzeHQ=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAEnqqvLUUJVkNlTaj5FBRt7CoEyrpSNDE-uudtXf1zTFy0pzqp-5Xl5GoF0b60VEK62KB_ALK8tKoK10LO4JpBw1N5F5dQaTCJ30QXXl1gGWieB9XNCu57YHzz2VePZUq38pg0Vdg=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAGOrzQz1iGqi6I21eIyMRs_OfyowJSWugBahJQW58AUQPdJHXVXjRbgwBtRTpAnO1f3O0Etm12j61514tLV02Jnmk2ID0tqWhMCk5euSxPIuMbKsV-2gu-Ez2brG6GtAgi50DFH=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAEcF7DGLtujiZaCy5G3EpVFNsjO4v6OHplfFwG3as4BLS1SP-lXj3speHaKmHTnkXb5DIIimutW21S2P7I4VR5fRxIErstE9LPL8u6YsBs2arpcq24_P2aL0rgY3RpXGsnyvBUSfw=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAHPYTdoCdJj6zjPZpfkXNvQ7c10oV8XsfYt5VrZAubxNGfP3z8mDr8iyPTI13eycw5XZTayUU23Jtb7xp5MJ_tBrHNjB0OCwuSCMEFpDtUCmTBNYflCZmbL2NLCTymWUZ3Dq75-=s2000-k-no"
HomeTowne on Bellfort,4.2,65,Retirement community,10888 Huntington Estates Dr,+1 (281) 568 9990,Open 24 hours,https://hometownebellfort.com/home,https://www.google.com/maps/place/HomeTowne+on+Bellfort/data=!4m7!3m6!1s0x8640e77b9960f0c3:0xe9d7b1dbf6786d35!8m2!3d29.6626681!4d-95.6102941!16s%2Fg%2F1tdz56g8!19sChIJw_BgmXvnQIYRNW149tux1-k?authuser=0&hl=en&rclk=1,"10888 Huntington Estates Dr, Houston, TX 77099"," M97Q+3V Belknap Acres, Houston, TX","[""Tuesday: Open 24 hours   \ue14d"", ""Wednesday: Open 24 hours   \ue14d"", ""Thursday: Open 24 hours   \ue14d"", ""Friday: Open 24 hours   \ue14d"", ""Saturday: Open 24 hours   \ue14d"", ""Sunday: Open 24 hours   \ue14d"", ""Monday: Open 24 hours   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot"", ""Parking: Free parking lot, Free street parking, On-site parking""]",29.6626681,-95.6102941,
Paradise Springs - Sky Active Living,4.7,4,Retirement community,5600 Cypresswood Dr,+1 (281) 376 5949,Open · Closes 7:30 PM,https://paradisespringsseniorliving.com/,https://www.google.com/maps/place/Paradise+Springs+-+Sky+Active+Living/data=!4m7!3m6!1s0x8640ccbd1da99299:0x7ac9736197baf9fa!8m2!3d30.0239982!4d-95.4904802!16s%2Fg%2F1vf9crnn!19sChIJmZKpHb3MQIYR-vm6l2FzyXo?authuser=0&hl=en&rclk=1,"5600 Cypresswood Dr, Spring, TX 77379"," 2GF5+HR Spring, Texas","[""Tuesday: 7:30\u202fAM\u20137:30\u202fPM   \ue14d"", ""Wednesday: 7:30\u202fAM\u20137:30\u202fPM   \ue14d"", ""Thursday: 7:30\u202fAM\u20137:30\u202fPM   \ue14d"", ""Friday: 7:30\u202fAM\u20137:30\u202fPM   \ue14d"", ""Saturday: 7:30\u202fAM\u20137:30\u202fPM   \ue14d"", ""Sunday: 7:30\u202fAM\u20137:30\u202fPM   \ue14d"", ""Monday: 7:30\u202fAM\u20137:30\u202fPM   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot, wheelchair accessible restroom, wheelchair accessible seating"", ""Service options: Onsite services available"", ""Offerings: Serves food"", ""Amenities: gender-neutral restroom"", ""Crowd: LGBTQ+ friendly, Transgender safespace"", ""Parking: On-site parking""]",30.0239982,-95.4904802,
