name,rating,reviews,category,address_lane1,phone,status,website,maps_url,address,plus_code,hours,about,lat,lng,photos
Cypresswood Memory Care,4.7,,Assisted living facility,10225 Cypresswood Dr,+1 (281) 343 3533,Open 24 hours,https://silvercareliving.com/cypresswood-memory-care/,https://www.google.com/maps/place/Cypresswood+Memory+Care/data=!4m7!3m6!1s0x8640d2721cbebb87:0x9c41eb77e36b8c47!8m2!3d29.977548!4d-95.571508!16s%2Fg%2F1td2v8sp!19sChIJh7u-HHLSQIYRR4xr43frQZw?authuser=0&hl=en&rclk=1,"10225 Cypresswood Dr, Houston, TX 77070"," XCHH+29 Pine Haven, Texas","[""Tuesday: Open 24 hours   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot, wheelchair accessible restroom, wheelchair accessible seating""]",29.977548,-95.571508,
Home Sweet Home,4.9,41,Assisted living facility,12142 7th St,+1 (281) 704 1164,Open · Closes 5 PM,http://homesweethometx.com/,https://www.google.com/maps/place/Home+Sweet+Home/data=!4m7!3m6!1s0x8640dd03441901d1:0x3ab6a5b1be300b6f!8m2!3d29.7126114!4d-95.594137!16s%2Fg%2F1wrtd79q!19sChIJ0QEZRAPdQIYRbwswvrGltjo?authuser=0&hl=en&rclk=1,"12142 7th St, Houston, TX 77072"," PC74+28 Alief, Houston, TX","[""Tuesday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Wednesday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Thursday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Friday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Saturday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Sunday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Monday: 9\u202fAM\u20135\u202fPM   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot""]",29.7126114,-95.594137,
The Reserve at Royal Oaks Memory Care,4.3,32,Nursing home,11395 Richmond Ave,+1 (281) 305 1719,Open 24 hours,https://frontiermgmt.com/communities/the-reserve-at-royal-oaks-memory-care/,https://www.google.com/maps/place/The+Reserve+at+Royal+Oaks+Memory+Care/data=!4m7!3m6!1s0x8640dcdd14ac6bcb:0x4858fcdbb5d49602!8m2!3d29.7276974!4d-95.5814457!16s%2Fg%2F1tj_5ml3!19sChIJy2usFN3cQIYRApbUtdv8WEg?authuser=0&hl=en&rclk=1,"11395 Richmond Ave, Houston, TX 77082"," PCH9+3C Westside, Houston, TX","[""Tuesday: Open 24 hours   \ue14d"", ""Wednesday: Open 24 hours   \ue14d"", ""Thursday: Open 24 hours   \ue14d"", ""Friday: Open 24 hours   \ue14d"", ""Saturday: Open 24 hours   \ue14d"", ""Sunday: Open 24 hours   \ue14d"", ""Monday: Open 24 hours   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot, wheelchair accessible restroom, wheelchair accessible seating"", ""Payments: Accepts debit cards, Credit cards""]",29.7276974,-95.5814457,
Pegasus Landing of Vintage Park,3.8,33,Assisted living facility,19929 Chasewood Park Dr,+1 (281) 320 9000,Open 24 hours,https://www.pegasusseniorliving.com/pegasus-landing-of-vintage-park/,https://www.google.com/maps/place/Pegasus+Landing+of+Vintage+Park/data=!4m7!3m6!1s0x8640d27cf3c4c04f:0xae4842ad1add2681!8m2!3d29.9957527!4d-95.5695534!16s%2Fg%2F11x9x267p!19sChIJT8DE83zSQIYRgSbdGq1CSK4?authuser=0&hl=en&rclk=1,"19929 Chasewood Park Dr, Houston, TX 77070"," XCWJ+85 Vintage Lakes, Texas","[""Tuesday: Open 24 hours   \ue14d"", ""Wednesday: Open 24 hours   \ue14d"", ""Thursday: Open 24 hours   \ue14d"", ""Friday: Open 24 hours   \ue14d"", ""Saturday: Open 24 hours   \ue14d"", ""Sunday: Open 24 hours   \ue14d"", ""Monday: Open 24 hours   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot""]",29.9957527,-95.5695534,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAELLqyB9vMUCDa-UGXt0TwskP8ByV8u-IyjKBD0R2B9-Ga3eQ49GqB9h9vn1k1qB5oE2M3eZtL_IF30m-YDQimXEE261asvgD7dEt2lLWHpfDVP-SVsIe4rDVksXUvjQJCmShmbzA=w32-h32-p-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAELLqyB9vMUCDa-UGXt0TwskP8ByV8u-IyjKBD0R2B9-Ga3eQ49GqB9h9vn1k1qB5oE2M3eZtL_IF30m-YDQimXEE261asvgD7dEt2lLWHpfDVP-SVsIe4rDVksXUvjQJCmShmbzA=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAHPNp3ott2uUyoTnDB1Bg4xDDM7OIQv34IXBFfNBZxtz2cIDnlMIvFlWVKXOep1TlMw6MorYgFFenlk9B6Krd2_MrFypkDBQdCHRg5Y22o7buigqF_DpoTGAoShvCmcLmUiiAMW=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAHXx7uFt5kFm4grsCNINhAixqJw3EWS_-lU0VGJUqEf_CySx4GTrQ1bofqiTlsCHJsnCYnTmD_VMkN_KmmainLYPJBV5TCfddcZiRRoxF5MxKXGcSiPgvjEz10NPTWyF6wr-rXl=s2000-k-no"
Light Heart Memory Care - Clear Lake,5.0,12,Assisted living facility,15015 Hollydale Dr,+1 (281) 282 0770,Open 24 hours,http://lightheartmemorycare.com/,https://www.google.com/maps/place/Light+Heart+Memory+Care+-+Clear+Lake/data=!4m7!3m6!1s0x86409d9cd90d2d8d:0xda13a1d45904aec5!8m2!3d29.5810088!4d-95.1305989!16s%2Fg%2F11h04kllnt!19sChIJjS0N2ZydQIYRxa4EWdShE9o?authuser=0&hl=en&rclk=1,"15015 Hollydale Dr, Houston, TX 77062"," HVJ9+CQ Clear Lake, Houston, TX","[""Tuesday: Open 24 hours   \ue14d"", ""Wednesday: Open 24 hours   \ue14d"", ""Thursday: Open 24 hours   \ue14d"", ""Friday: Open 24 hours   \ue14d"", ""Saturday: Open 24 hours   \ue14d"", ""Sunday: Open 24 hours   \ue14d"", ""Monday: Open 24 hours   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot""]",29.5810088,-95.1305989,
Ella Springs Senior Living Community,4.4,74,Assisted living facility,16700 Ella Blvd,+1 (281) 560 4311,Open · Closes 8 PM,http://ellasprings.com/,https://www.google.com/maps/place/Ella+Springs+Senior+Living+Community/data=!4m7!3m6!1s0x8640cb0fc6aa73ef:0xdc40d0bfa3635ed0!8m2!3d30.0084419!4d-95.4446334!16s%2Fg%2F11c1q8_vhs!19sChIJ73Oqxg_LQIYR0F5jo7_QQNw?authuser=0&hl=en&rclk=1,"16700 Ella Blvd, Houston, TX 77090"," 2H54+94 North Forest, Texas","[""Tuesday: 8\u202fAM\u20138\u202fPM   \ue14d"", ""Wednesday: 8\u202fAM\u20138\u202fPM   \ue14d"", ""Thursday: 8\u202fAM\u20138\u202fPM   \ue14d"", ""Friday: 8\u202fAM\u20138\u202fPM   \ue14d"", ""Saturday: 8\u202fAM\u20136\u202fPM   \ue14d"", ""Sunday: 8\u202fAM\u20136\u202fPM   \ue14d"", ""Monday: 8\u202fAM\u20138\u202fPM   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot""]",30.0084419,-95.4446334,
Proveer at Northgate,4.0,37,Assisted living facility,2930 Cypress Grove Meadows Dr,+1 (281) 315 1450,Open 24 hours,https://proveeratnorthgate.com/,https://www.google.com/maps/place/Proveer+at+Northgate/data=!4m7!3m6!1s0x8640cc81bb03b307:0x4df0976dde8faf!8m2!3d29.9964115!4d-95.4686477!16s%2Fg%2F11b75f7rfj!19sChIJB7MDu4HMQIYRr4_ebZfwTQA?authuser=0&hl=en&rclk=1,"2930 Cypress Grove Meadows Dr, Houston, TX 77014"," XGWJ+HG Villas At Northpark, Texas","[""Tuesday: Open 24 hours   \ue14d"", ""Wednesday: Open 24 hours   \ue14d"", ""Thursday: Open 24 hours   \ue14d"", ""Friday: Open 24 hours   \ue14d"", ""Saturday: Open 24 hours   \ue14d"", ""Sunday: Open 24 hours   \ue14d"", ""Monday: Open 24 hours   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot""]",29.9964115,-95.4686477,
Treasure Tower Assisted Living,5.0,8,Assisted living facility,4346 Alvin St,+1 (832) 606 5524,Open · Closes 5 PM,,https://www.google.com/maps/place/Treasure+Tower+Assisted+Living/data=!4m7!3m6!1s0x8640956e02d00001:0xbcb2789359184d04!8m2!3d29.6640291!4d-95.3626743!16s%2Fg%2F11hy9p1zld!19sChIJAQDQAm6VQIYRBE0YWZN4srw?authuser=0&hl=en&rclk=1,"4346 Alvin St, Houston, TX 77051"," MJ7P+JW South Side, Houston, TX","[""Tuesday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Wednesday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Thursday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Friday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Saturday: Closed   \ue14d"", ""Sunday: Closed   \ue14d"", ""Monday: 9\u202fAM\u20135\u202fPM   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot""]",29.6640291,-95.3626743,
Affectionate Care Homes - Assisted Living Facility,4.6,9,Assisted living facility,3826 Gamlin Bend Dr,+1 (713) 364 5624,Open 24 hours,https://affectionatecarehomes.org/,https://www.google.com/maps/place/Affectionate+Care+Homes+-+Assisted+Living+Facility/data=!4m7!3m6!1s0x8640df713fbec2bd:0xcd9fe855d1d01a37!8m2!3d29.7156534!4d-95.6651268!16s%2Fg%2F11kr72zp26!19sChIJvcK-P3HfQIYRNxrQ0VXon80?authuser=0&hl=en&rclk=1,"3826 Gamlin Bend Dr, Houston, TX 77082"," P88M+7W Forestview, Texas","[""Tuesday: Open 24 hours   \ue14d"", ""Wednesday: Open 24 hours   \ue14d"", ""Thursday: Open 24 hours   \ue14d"", ""Friday: Open 24 hours   \ue14d"", ""Saturday: Open 24 hours   \ue14d"", ""Sunday: Open 24 hours   \ue14d"", ""Monday: Open 24 hours   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot, wheelchair accessible restroom, wheelchair accessible seating"", ""From the business: Identifies as women-owned""]",29.7156534,-95.6651268,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAE0ZzXaL3ifQo7r6JBOfcaVwPBhMM2DWq8RAW4etYuYPaj0E5UCrSO-cx2Ibelzc-xp2sLIiHYm_o33adXwu1tBHT-JahFOsuOMIobDvdM37LNErbwpGJBglWs0E8HR0Vpxs_B1=w32-h32-p-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAE0ZzXaL3ifQo7r6JBOfcaVwPBhMM2DWq8RAW4etYuYPaj0E5UCrSO-cx2Ibelzc-xp2sLIiHYm_o33adXwu1tBHT-JahFOsuOMIobDvdM37LNErbwpGJBglWs0E8HR0Vpxs_B1=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAGaZC7sXg-g_ffXVnOOH_BYFXGu1CkutUVTIiL2dxXNdjrWvTDwARwE1WHLvjLbn8ZM_QZXbNeSfJzq-lJ7udAuMo4hqiq17QEskQ90APZe1nF6n1t-zSdZIl--jdA80vtgQ0ZxdA=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAFoXbnEgd4wDjwEegj737N5OKhJznUHqYwDq9vpxdBkiVbrXBUesaXc6YoMo49g_64NwR-eX4TneYXwFiGJSFSLKYSiwFXoeOb7int7YZ6JniWsM702YGciyNrfl5xQZVYKwODX=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAGuhV0LOaA6lInBPvyAnwfJHunRVyQ1HF-iwNhXJJbNaezDNNhOrqtAClcLN9BruekyPH5bcSnpsznefvu2JS_D_8zFnAvQGAZSnhgm7KdhZTWCICBTRru4-4fba1swQgqrHBs=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAF2BjwJDetwR8bSQKbkv2MzkTPE_PlvMm53DuGO_8iW95OywMczjII1eRZ0RTu_L88mnno8Qdbq1NL15jqNFqyjvwIXPAsQnSDz2H2IAXafeNgltBaMNgnJDjvNii0u5ztmvJ2d=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAFHdgLaA2rBRc7oHTQTmH0DMJoymOa_gByiT8t11uiu0o3SegfTKWR3Q7pWWJa7QCBL2k-bUJBmkc1y3u03ia_FtMixAYew9sJhK6xj1JX0c1XAWOIr6k23V9tecOZ2K245M7iq=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAGZJGnom6kEsLWwoD2kZo_S45coFtTseodyTjwgHwP8nuKh4lvqDGqJh1IlLbsdWQt3lmR71amRToRw9R3e9QtqbB9olfvthztiVleWTF0hmEcn6-3so5YJrJCZIv5Nw-hbK-o=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAHG-wP3lS_R6EvClzpraU7iW-QqrrdlYVSQWSyLdUf0I6EkZidyBf2pYrbt6o-X0UeIDDsaOnq3DuSThfT3F3IWfp0iLXlnyuKctgza6Nl1S3MWVMO25SIYaR8Jd5fLMqA1Wsm0gg=s2000-k-no"
Com For Care Assisted Living,5.0,22,Assisted living facility,5215 Spruce St,+1 (713) 664 4677,Open · Closes 5 PM,http://www.comforcareassistedliving.com/,https://www.google.com/maps/place/Com+For+Care+Assisted+Living/data=!4m7!3m6!1s0x8640c1fc1e87d6fd:0x536575b42d19be95!8m2!3d29.7076398!4d-95.4717371!16s%2Fg%2F1thvt28g!19sChIJ_daHHvzBQIYRlb4ZLbR1ZVM?authuser=0&hl=en&rclk=1,"5215 Spruce St, Bellaire, TX 77401"," PG5H+38 Bellaire, Texas","[""Tuesday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Wednesday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Thursday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Friday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Saturday: Closed   \ue14d"", ""Sunday: Closed   \ue14d"", ""Monday: 9\u202fAM\u20135\u202fPM   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot, wheelchair accessible restroom, wheelchair accessible seating"", ""From the business: Identifies as Asian-owned, Identifies as women-owned"", ""Service options: Onsite services available""]",29.7076398,-95.4717371,
