name,rating,reviews,category,address_lane1,phone,status,website,maps_url,address,plus_code,hours,about,lat,lng,photos
MorningStar Assisted Living & Memory Care at Arcadia,4.3,,Assisted living facility,3200 E Glenrosa Ave,+1 (602) 755 7112,Open 24 hours,https://www.morningstarseniorliving.com/communities/assisted-living-phoenix-arcadia/,https://www.google.com/maps/place/MorningStar+Assisted+Living+%26+Memory+Care+at+Arcadia/data=!4m7!3m6!1s0x872b0d08728f9eb1:0x388628e36931c6ee!8m2!3d33.4992149!4d-112.0125359!16s%2Fg%2F12hl8tpgm!19sChIJsZ6PcggNK4cR7sYxaeMohjg?authuser=0&hl=en&rclk=1,"3200 E Glenrosa Ave, Phoenix, AZ 85018"," FXXP+MX Phoenix, Arizona","[""Tuesday: Open 24 hours   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot""]",33.4992149,-112.0125359,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAELcRa7ViX4tBUG2Fzgvh6-SDIcnBLN7xiomdDKH0bi5yY6Cah1WW0Z53CccL6cPO-A5Wenc0rP_MubuRal1qs_9ok-Uqa1SfXIaI_6b6JQeOiF-e9ps4z1Ez2AO17xTXaXmJ1D=w32-h32-p-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAELcRa7ViX4tBUG2Fzgvh6-SDIcnBLN7xiomdDKH0bi5yY6Cah1WW0Z53CccL6cPO-A5Wenc0rP_MubuRal1qs_9ok-Uqa1SfXIaI_6b6JQeOiF-e9ps4z1Ez2AO17xTXaXmJ1D=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAFVpxh067V4i_-lfxOOxCT9tTwrRp-AedEgUbseEFl4TDI1jTAEAQbp3wSM25D8b8J_jfg7KfGpBeATFRCMkuVbgmyzlT0fwiE7ogPWuAs-y184O-mGxoRi3bXRIignO2vbPmGvZg=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAGvgpEIP94qzjW7diVt3B8JL_V88b4wJRyX--JgElBSpjp7d87IDlOWTh48RInBfmgzIYsU4Qd6Md3lWt5HXr8toK3iEtfH7N81CZjawMr8ANLguLf9p3Z1XB7aF0VKB5jDp-b6=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAEvh5gLNdR2Hr-v09GaED0jLMEKYPmoyDKuKbOOJO39NvkNB9waMSSM9bJglok-YSoyo3efmTwg5hrvvnx1hMzk5aUUJx1ix7bPB79RYEw-m_fe8sFRSistUTkZvk0-ns9_3rK2kCfXeXIJ=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAEc84eCEDoV8lK6NIGUq3gjVEAI8qiDQJ4tX4I4iY_9DsEttlkOHTKs5zpYmJAXN0PgoFrsgzzCUEnmJ0U27o2d1KrCNO6o9ele3RNaos7ZYFFS5Xln3EtPFphaAROUmjg-pqI=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAFFx9Nv3QtAleoTB885Xm-zTMkvmutd9-a4q07lXK0advAHm6iNyx_xYxXwcBWGdVw69qwBFM73lQFIBWBEorBKJPRRFqH3WGQ0_s7W15JrL3RoOCvTk1kNY8n5hXCiMBuIMCOuKQ=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAExdn-iyxG6GsI6aRj5KmVbplxiMoOIh6IRo562V8YQqcOP3ke-FEAUNeFvoIBpXx7fa-FZm7vTXH5Ls8fNi-SmZleKjFwMLGrYXhvTKE8BUqpXa9sLSyQqbfa4xRUslNOgeCtN=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAEnlO1-ps4XimcbX1lFqw0oAyd6Rchc9GMT0USzOnwGckhim48R1olskIMnUPFkw5-Vzck57SXtbOMjvbWNwGva0SYlU9JnYPZXCBglYwIg-U6AZ8Th7NVXkNxjwsinpFLOp1q9xrl9vcc=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAFm2yIGv3tVIGxnXhJbOlEyOWH3N6uKLZ7fDnxpUTHdx7kvBD31qZLwWTFgHcn2eY66zwp7TvfafDA68Bbiei2QkY9bWFFAeub_X2m1EW28xtQw-m4C7LCbTPXpfKQzSxxPjvB5k5FN7gSe=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAEJ6aUByKtt3QT9jB7Qt7qJ7rlxjqDv8lUBk6Nf_d_ka2rVHb9d-LTmRVZEVuVjYho6rLA-OWoeVo15VYnQfCAeFnxU5ZRmWlivy71OyNaoGGanOyykwHrf5P37VtVkbsVwQoVx6g=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAF2e2DhueJ4XM2DnekSQuksvpzbNOIrRAuwwJ6wAMAfO91nqaBUFzllguHPVFWwDYYdjSkB0BVzLVSKzKrovQIweHIGynMe2F2MsM9va9FbuLwKlmNwH1Zt484CgOj1z_E70Up1=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAHCQb59arEM_Dt_oaoOuEbbgIAtZjXtBNjlXOS0472Z7DyEoWIZX7_nn1ViNX5Y2YwvQ7UAOUDz0-_7bHfZ9oV72mR8rW1CMgB65_zMUU9DPInAMTTJGKXH10FALZpJ-oUlj8EkGEgdj1F_=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAHuxq_j3yA2R6tTC4caTKVkWyAQ9kWmVNJOc8pJQTPJ6gm6cUu_zdlAEXvmAtUxx2kCmLB4kpSJYN3BnAX1_7HWcFebzCe6iHd_zZtj1pAFwnnrJ2GPQ61DipjolqW2umDACbwnlg=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAHmUX689gMRIu1UVKyaq3OSzJrSwcPfaMJRz5yNVrWUVLS4PQ6N8S3UVjHHY8LZgSuJqst8sdsXWJNQeplRRY5MddTw87Tyk16eaHwcWvCrn_L6IphmisX6AGunIPBb9s5UnztEP_HoHxYW=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAGKy-VR_HYkB4BQ4d256jbHv5IuYP5VreI7F7RerE2G9TYME8ZLeZfgviNaSF9YxwBdAme4r8Xj1ODQeHnjFq35NPHYrqvS6SeNZ8217EjqtWZImE82RrALhWhPw71OjvEZ-rdel1c8298=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAHDg8KzlT_DsjEuyXoz6lWB3RZbm6GxWjZWlzd_6E45h1m-ldNvNS3Do8OIaNeZKbG1ovGn-nPrSRDDYmJIb4-rxBzEMXfEgQmgBM3eohWT-I9UqvkSg0WLcn0ey8Aka-Wq7Cybf1VtgXoJ=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAEYkiIvBP68PSdDU29izPOPKjpDG8pg7MiU6mVk_tqwQlbwMTDX8Rq0mJfKitdflTgpoYyKsEiAlkNgiCxMyfH-B9gB-6ROU9X8m98KgSl7ZHwBfJwH7ywMGe1wl_NrsaM4JDXerQ=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAGkJoPVaIsBQxdciOw53VjrLFvhm-O0kdxlXUAXFjgeNm1vy-B1G4wAepoVBV_VUkjZsbgd7OJW-iMGZqBlZyNUn8CwbkO1xbG1Q1EAL_Xc1GU_k9diEMFKiFnYZhxnxHADjNvYUw=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAH2SQdw451ObbONOBAVjXRYqV1reEsdgRUdU01g16qZNOG1lJP0SLsbCqYf2OK1i_IYc1g_Zx8Lz0fP4Z4Te0M5Qhbav1kMjE2_zfDbJlzDy46grKJ2ctPy6EEym70NqEIfbVLDhw=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAHxZ19xGZTUhmCejFG4NcTeorWE0eYQIr12OQOANDDAEF2j1JBx6uxttPnxBB5ml_MBU9XJt-2nLNDRMrAfA0ZFh6Y2LQxVSrqg5vWTHyg8bleYxon_yQyFhQ1mFPgirjjquZfxNcdRJDyz=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAEt5X-Z8ozbWDJav_zL2-KZXMlj66PKZOtB-PqIRYItQ_btPGkm9sSbBzctA5SCsByrTK5isf7apxP6PkGDv-RcpjMX8sSmztmnvm3eslImkhnzu7x9gERnzU1SllL8IVYN1P3B2HSAchBG=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAHhXyMxRo35kIRqi4odpq4ZmqyZ4J7wj3PV99qR7UiF6C2v60i3EwsizcBCTjxIlbYOoBA3hUc82Ut0OUsATX1uA5T81P-sjSA2zZVHr75GqZ4QlOp0FuS3X90YwHI1F3TdHJVEuBrKWecz=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAGwDprrfaigiR6lSec3xiRpYFL-xwoaSu50Ym--u8bDVIq8us4hyWXDMPIPztKOb7yvSdfR8xDGcvGgcjxrPJN7qR1bNsZyM9dpJeuZoItONVBC-QN4QiPxSKx5Or5aGg_uFSY4=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAGQ0bGK2RnzzjWAg1m8W7v7c6UZGYUDSOBHQHkbcGei8MJTvdAhKW253xhcSm1syH43srG-jJqUIuB5_pWqwjm6gXxBhAL-WhKVdI-1l4lxtfrNbZgWe6fP7hpmLO_pfBNlUGnF=s2000-k-no"
"Olive Grove, a Vineyard Park community",3.7,32,Assisted living facility,3014 E Indian School Rd,+1 (602) 957 7021,Open · Closes 5 PM,https://vineyardparkliving.com/olive-grove,"https://www.google.com/maps/place/Olive+Grove,+a+Vineyard+Park+community/data=!4m7!3m6!1s0x872b0da73763208f:0xa66e7784e76022cd!8m2!3d33.4954798!4d-112.0169903!16s%2Fg%2F11bbrpdq63!19sChIJjyBjN6cNK4cRzSJg54R3bqY?authuser=0&hl=en&rclk=1","3014 E Indian School Rd, Phoenix, AZ 85016"," FXWM+56 Phoenix, Arizona","[""Tuesday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Wednesday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Thursday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Friday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Saturday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Sunday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Monday: 9\u202fAM\u20135\u202fPM   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot, wheelchair accessible restroom, wheelchair accessible seating"", ""Service options: Onsite services available"", ""Parking: Free street parking, On-site parking""]",33.4954798,-112.0169903,
Silver Star Assisted Living,4.9,32,Assisted living facility,1851 W Behrend Dr,+1 (623) 565 6680,Open 24 hours,,https://www.google.com/maps/place/Silver+Star+Assisted+Living/data=!4m7!3m6!1s0x872b6f2227634f2f:0x7db3c3ac3870b9e0!8m2!3d33.6653703!4d-112.0994728!16s%2Fg%2F11rndm_4dd!19sChIJL09jJyJvK4cR4LlwOKzDs30?authuser=0&hl=en&rclk=1,"1851 W Behrend Dr, Phoenix, AZ 85027"," MW82+46 Phoenix, Arizona","[""Tuesday: Open 24 hours   \ue14d"", ""Wednesday: Open 24 hours   \ue14d"", ""Thursday: Open 24 hours   \ue14d"", ""Friday: Open 24 hours   \ue14d"", ""Saturday: Closed   \ue14d"", ""Sunday: Closed   \ue14d"", ""Monday: Open 24 hours   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot""]",33.6653703,-112.0994728,
Fellowship Square Phoenix,4.3,45,Retirement community,2002 W Sunnyside Ave,+1 (602) 833 4330,Open · Closes 5 PM,https://www.fellowshipsquareseniorliving.org/campus/az/phoenix/,https://www.google.com/maps/place/Fellowship+Square+Phoenix/data=!4m7!3m6!1s0x872b6c36aced7f3b:0x820627173611784d!8m2!3d33.5938853!4d-112.1017169!16s%2Fg%2F1tffdnt8!19sChIJO3_trDZsK4cRTXgRNhcnBoI?authuser=0&hl=en&rclk=1,"2002 W Sunnyside Ave, Phoenix, AZ 85029"," HVVX+H8 Phoenix, Arizona","[""Tuesday: 8:30\u202fAM\u20135\u202fPM   \ue14d"", ""Wednesday: 8:30\u202fAM\u20135\u202fPM   \ue14d"", ""Thursday: 8:30\u202fAM\u20135\u202fPM   \ue14d"", ""Friday: 8:30\u202fAM\u20135\u202fPM   \ue14d"", ""Saturday: 8:30\u202fAM\u20135\u202fPM   \ue14d"", ""Sunday: Closed   \ue14d"", ""Monday: 8:30\u202fAM\u20135\u202fPM   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot, wheelchair accessible restroom, wheelchair accessible seating"", ""Service options: Onsite services available"", ""Offerings: Serves food"", ""Amenities: gender-neutral restroom"", ""Parking: Free parking lot, Free street parking, On-site parking""]",33.5938853,-112.1017169,
The Manor Village at Desert Ridge,4.9,94,Retirement community,5560 E Deer Valley Dr,+1 (480) 764 3793,Open · Closes 5 PM,https://themanorvillageusa.com/locations/arizona/desert-ridge/,https://www.google.com/maps/place/The+Manor+Village+at+Desert+Ridge/data=!4m7!3m6!1s0x872b71284ac8e007:0xd6f2a915764d3864!8m2!3d33.676684!4d-111.9605397!16s%2Fg%2F12624x2hb!19sChIJB-DISihxK4cRZDhNdhWp8tY?authuser=0&hl=en&rclk=1,"5560 E Deer Valley Dr, Phoenix, AZ 85054"," M2GQ+MQ Phoenix, Arizona","[""Tuesday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Wednesday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Thursday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Friday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Saturday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Sunday: 9\u202fAM\u20135\u202fPM   \ue14d"", ""Monday: 9\u202fAM\u20135\u202fPM   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot, wheelchair accessible restroom, wheelchair accessible seating"", ""Service options: Onsite services available"", ""Offerings: Serves food"", ""Parking: Free parking lot, On-site parking""]",33.676684,-111.9605397,
Vista Living Arcadia Assisted Living & Memory Care Phoenix,4.8,20,Assisted living facility,5528 E Calle Tuberia,+1 (602) 456 1919,Open 24 hours,https://vistaliving.net/assisted-living-camelback/,https://www.google.com/maps/place/Vista+Living+Arcadia+Assisted+Living+%26+Memory+Care+Phoenix/data=!4m7!3m6!1s0x872b0c7100bff637:0xfb3bc0e8daa568a6!8m2!3d33.4938458!4d-111.9611249!16s%2Fg%2F11fyx8tvpm!19sChIJN_a_AHEMK4cRpmil2ujAO_s?authuser=0&hl=en&rclk=1,"5528 E Calle Tuberia, Phoenix, AZ 85018"," F2VQ+GH Phoenix, Arizona","[""Tuesday: Open 24 hours   \ue14d"", ""Wednesday: Open 24 hours   \ue14d"", ""Thursday: Open 24 hours   \ue14d"", ""Friday: Open 24 hours   \ue14d"", ""Saturday: Open 24 hours   \ue14d"", ""Sunday: Open 24 hours   \ue14d"", ""Monday: Open 24 hours   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot, wheelchair accessible restroom, wheelchair accessible seating""]",33.4938458,-111.9611249,
La Siena,4.5,69,Retirement community,909 E Northern Ave,+1 (623) 432 7058,Open 24 hours,https://www.srgseniorliving.com/phoenix-az-la-siena/?utm_source=gmb&utm_medium=organic&utm_campaign=gbp,https://www.google.com/maps/place/La+Siena/data=!4m7!3m6!1s0x872b6d42cd801027:0x10cdf93cbcffcf15!8m2!3d33.5508097!4d-112.0597!16s%2Fg%2F1thq5rw8!19sChIJJxCAzUJtK4cRFc__vDz5zRA?authuser=0&hl=en&rclk=1,"909 E Northern Ave, Phoenix, AZ 85020"," HW2R+84 Phoenix, Arizona","[""Tuesday: Open 24 hours   \ue14d"", ""Wednesday: Open 24 hours   \ue14d"", ""Thursday: Open 24 hours   \ue14d"", ""Friday: Open 24 hours   \ue14d"", ""Saturday: Open 24 hours   \ue14d"", ""Sunday: Open 24 hours   \ue14d"", ""Monday: Open 24 hours   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot, wheelchair accessible restroom, wheelchair accessible seating"", ""Service options: Onsite services available"", ""Offerings: Serves food"", ""Parking: On-site parking""]",33.5508097,-112.0597,
Avista Senior Living North Mountain,4.5,133,Assisted living facility,350 E Eva St,+1 (602) 892 8788,Open 24 hours,https://avistaseniorliving.com/north-mountain/?utm_source=gmb&utm_medium=organic&utm_content=gmb-website,https://www.google.com/maps/place/Avista+Senior+Living+North+Mountain/data=!4m7!3m6!1s0x872b6d74510ca911:0xeb0fab5ddbe61a66!8m2!3d33.5698905!4d-112.0679904!16s%2Fg%2F1tdylp7f!19sChIJEakMUXRtK4cRZhrm212rD-s?authuser=0&hl=en&rclk=1,"350 E Eva St, Phoenix, AZ 85020"," HW9J+XR Phoenix, Arizona","[""Tuesday: Open 24 hours   \ue14d"", ""Wednesday: Open 24 hours   \ue14d"", ""Thursday: Open 24 hours   \ue14d"", ""Friday: Open 24 hours   \ue14d"", ""Saturday: Open 24 hours   \ue14d"", ""Sunday: Open 24 hours   \ue14d"", ""Monday: Open 24 hours   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot"", ""From the business: Identifies as women-owned""]",33.5698905,-112.0679904,"https://lh3.googleusercontent.com/gps-cs-s/APNQkAFc0n-3ZA8wGPcFiNGGDDAc8zGENIukFVpMnyZ-NslCtiw9zLwh1ZANHi4trce9xh1naLlNY88LR3c-UlCJxHycdgyEWxE3-m3mbvMo3jwm_r5hiKpUDgmKfmivxzI37XfzpHkFo-QLlJYT=w32-h32-p-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAFc0n-3ZA8wGPcFiNGGDDAc8zGENIukFVpMnyZ-NslCtiw9zLwh1ZANHi4trce9xh1naLlNY88LR3c-UlCJxHycdgyEWxE3-m3mbvMo3jwm_r5hiKpUDgmKfmivxzI37XfzpHkFo-QLlJYT=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAGDvRNDDmfCe7QNjKYuFeOlCYAij5h8Kdi0VhKq2Vag2p5Ukv5seHLVF8og-RFMoK2W3x25nJ39Q_e4FZNgMzKpvbjnAPbxFhxUyje-etp_K0qi2D1d27FaVtoEj89qcvygygjr7A=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAFrCk4cipD2GzRfeOFjg4jVpPPc8jZKKdYOuMjvjg6Vhcto6KmgzNHW-TCPnThv7olnL4TbMt9X5MlQ4EpVyw78UmKiIzinYIbyzi4amtT9FYpmV2NWwsK1fU0Q6HK9LaRpZRKl2cNbLxg=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAFlI4Uev0zDO20ARZEE3FXUCiBJaYlp46XQnoizsJ3W1axyCydo_fZ1nieVtXW1q83_DA5cLFdC4fYBo-7uSfP8ZuwsXZwOQXg-KAarhKavlcMRAxt7X7wX68yufOZ1NNjV53TpSg=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAFYhw3MYkL_iusCgkj-HOoq6dS9mErlb8KNB6BBAwsKl5Xt3s-AGg-8N2ssIib-Ox0QMeir5MXNhvJ9ombxffVyuWBRNHld6TmZf6eq8sM_Q4sv7tYqFuy16X-NGdzfo8q6xh2P=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAHfqb7PElJb7oab3WMqCkqEjqYnzHDvWniE07XBmT1TXHonViRnI1DyCIg9JPFdVPwCNSFsBlqHQdWd9_SVNOAsSCJ0TcdU5sWR3kKXMVWcv9IBgA9jU3fJ08tqVi9hy3e0EQxPLw=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAGpZWMjXSWj7Tch1nzmUIXZpBqzLnM2ha7KeFL9xMZUFkc07lx70zPi28pMueMluABo8espQFIOlT-BJ32PbzDsRA7qTyHICS6RAJcbGQtYAst4cuN3XE_jzsPfwGK-imZP5dNo0g=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAGLXmjSeGNW6RFv9uJQ3RmUKlMSBEpkNMWqO1_bZX1tFKYCP7wS-cEyHj7KJ58F5072conYHlwx6eLDQSlswNaF02gWNl8r1TfqYs9-dDpmNAKvSJq1Y2iwC2Nr_obIyGXagneu=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAH5MklB8kXI-WoYsCj1RNlhJjon5eZkvM4aoVR9P2UoabUrY_w4JXHMPkVhiv4M5lk1Y2m9sND6ZdIGWSZlGGsc-NrH-7Fp6lFxlf0lPHjeu12d25NVEpz6I4YkokkPPR1lQJ5V=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAEDSSvXPKy7RQ-QsFTiafrP_aVDOLfL8sp9qBskJBHdJW1nIV1WUCg9Pk4vImwIg2giIQioCddBz3mtZIqkBrt_fpvOriIKmKS54L7JfxSfjnma4z8bWvd5TGO4S_zi378ARVKL=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAFKp63CwFne8je9vDZFUYW1pe0zFv_oD3pvcAqPq-yrKYdlixnazrsdIfcEV85I4LdS707Kvt44AapH7rJDzcFEDiy0VhNkN48vcpKSn8dDyhcDbeECbiI3PlWUY8DTeF7Vkydk=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAELpUxmtoGo-Pq9stfoKhY9UMkMh6q8ojLu07MBiiZ-2HLHGTgX3QHcPIhRxAOcmUtkoEPTyRN0LQneVvdPDbtota4wGbZ6geTNIXy_8IcFnNa2XRiKRL4aH7E4AdqMfLkwG3f99Q=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAHLx2Z7FChnxtJ1W7CH6cQMnA-8u7OYLZlXkH4snIQWuzEBTtLdBi9_9yHXrPO33S5hhA4618qkuPwISOp2gjxoTGMwote4Qa9TcRisqkwtIRK_VqoYjRN0g9Vo6qqr6z9udVc83w=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAGFkhyYpCxL_UjwFkT99MviUOycopoPwQCimpcWLP5GGne12MFvOyBxDqvZQRp6ebfs87FZiz_GbC4YMaZ8fSiXsvrxiSySdVNN-7X_bapkL_EER8_Q9AY5FINpo8xL74LL1z02cs49HsU=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAHWyp0OxdELK2r2kgD-ljjDFc-uv6yrmfwk-To3HlvlQXs-uN5OFam0h8uWyyVe_cCPueUqda-WqU53y_Spo2iYjuvH0jlJMAY6UnAYvbAm5KEwBD9EYj7aVantwbxbCfV3Fo32=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAGBGvm_rvG8xG6LNovqYRDoescTbNZcAF_5jjI3t9r9jEQgzVTyAblIK99p8-mbYogfee6iSRgYvaO43cJRHpg_Xw4tK4a1N0qGtBDz483pnRQmv_ibLZ6w6xlCDvjINNtgJcmi=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAHVbwbnmqWVuUnGR98cJaqtkcW0hp_3vWIJzl3tNkWtkkUHUpKIPXX-my9MvaJVGPTSU4hixwJ2FS8com7wuj4RQ4TNjX1JjN3azcyobfQ_eIcO1aXjHE_5nclcXKUyho_xFbU9=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAHQ3Vt5643wHj51CbUsCtouB8luAloKlb1j43ifE80U_qlWt_xk44cThUHmO9RNUBfuuJlfozzj8rWpX8lKmMZLAFKuDfQoI4c7aI0_A8ddGorHL0Ngebrg-czU_puU2jHXi4GrLg=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAGznsrzGe8NckrvyXnlph6UZBgUgBpYOiTByAYo13_QX1OTCTDytbaxi0mx2DI6lopBFF4gcCB96t6m6XVacyNuPaU5bxBhi_SZ8pbTgWRrP5kUOWsQNo1S_GDzXzlE3sss79k2SQ=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAEMixadUqcM2xaoR35HjAdE6uvowJnCSShKjH96tCU6PY258upH4TQxrkqbCaRZGXtNRJXNK2mXKkvmv6jMzlkqYKmShDjpgNgOjO4xY0xurW08jcs3WtAiodLaAHNGS9RrmOx1xw=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAGlHg_VWs4ZxOBMzcode9oq_Ov-A2iOVkw7ua9f143U9frpHnNQlBM5jvdP3f4a07yXGznjTwo0jLThtvoC6HlbGiLhTcZt3hn9dB1YJcz7YyjRtHb7VMIcujbxGgVgTfHfotr7=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAHwoenmwarlS87iW4GUKIa7BpblLElYNEJxnv5Iw8cEuaYVuJrRKOl62Ep0poXBhLA8-n4vjl8om31v-yRVx6v9qE9zJgqyjXKpxtzqayYVxprX6XT62ohMir-aezkkNP918pQb=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAGGjmMIzFEAu9_j_oxj93O2QPTVa4ovNApnTP_inWHz7H8_CrjM_M-SbtonAaGFAra_e7cnq5GEaUsa3pcKgkqrlIGI6Z4nCCdg1wlVTV0H2gHl9KGMYSl-EdCGnE-zOydUJpK3=s2000-k-no, https://lh3.googleusercontent.com/gps-cs-s/APNQkAH1Er5XY-Aqg5Warfqjc41GtMDiJQ6CWh5KjSXx1kQTVg5PwGocaNskY7lxxw3XhDHd-D2g1Hp-6hyIVLhsapxR6oWkLaUMf0GaWivKAFqfyFkazAxWIOWay1mM_zsKSBx2jD8g=s2000-k-no"
Biltmore Assisted Living,4.8,19,Aged care,5100 N 24th St,+1 (602) 814 9575,Open 24 hours,http://www.biltmoreassistedliving.com/,https://www.google.com/maps/place/Biltmore+Assisted+Living/data=!4m7!3m6!1s0x872b0d69441a088b:0x55dd8eafd366ec64!8m2!3d33.5114317!4d-112.0307403!16s%2Fg%2F1tf6h2ts!19sChIJiwgaRGkNK4cRZOxm06-O3VU?authuser=0&hl=en&rclk=1,"5100 N 24th St, Phoenix, AZ 85016"," GX69+HP Phoenix, Arizona","[""Tuesday: Open 24 hours   \ue14d"", ""Wednesday: Open 24 hours   \ue14d"", ""Thursday: Open 24 hours   \ue14d"", ""Friday: Open 24 hours   \ue14d"", ""Saturday: Open 24 hours   \ue14d"", ""Sunday: Open 24 hours   \ue14d"", ""Monday: Open 24 hours   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot""]",33.5114317,-112.0307403,
Bethesda Gardens Assisted Living and Memory Care Phoenix,4.3,46,Retirement community,13825 N Cave Creek Rd,+1 (520) 702 3442,Open 24 hours,https://www.bethesdagardensaz.com/?utm_source=local-listing&utm_medium=organic&utm_campaign=gbp,https://www.google.com/maps/place/Bethesda+Gardens+Assisted+Living+and+Memory+Care+Phoenix/data=!4m7!3m6!1s0x872b721a91455585:0x638d2cefadf64b74!8m2!3d33.6120757!4d-112.0337985!16s%2Fg%2F1tzgk2xm!19sChIJhVVFkRpyK4cRdEv2re8sjWM?authuser=0&hl=en&rclk=1,"13825 N Cave Creek Rd, Phoenix, AZ 85022"," JX68+RF Phoenix, Arizona","[""Tuesday: Open 24 hours   \ue14d"", ""Wednesday: Open 24 hours   \ue14d"", ""Thursday: Open 24 hours   \ue14d"", ""Friday: Open 24 hours   \ue14d"", ""Saturday: Open 24 hours   \ue14d"", ""Sunday: Open 24 hours   \ue14d"", ""Monday: Open 24 hours   \ue14d""]","[""Accessibility: wheelchair accessible entrance, wheelchair accessible parking lot, wheelchair accessible restroom"", ""Parking: On-site parking""]",33.6120757,-112.0337985,
